Period,Country,Indicator,Value
2022-Q1,Bolivia,Mean Labor Income - Decile 7,1008.2
2019-Q3,Paraguay,Mean Labor Income - Decile 7,1005.9
2018-Q1,Costa Rica,Mean Labor Income - Decile 6,1004.9
2018-Q3,Uruguay,Mean Labor Income - Decile 6,1003.8
2024-Q3,Brazil,Mean Labor Income - Decile 8,1003.7
2017-Q3,Paraguay,Mean Labor Income - Decile 7,1003.2
2022-Q4,Argentina,Mean Labor Income - Decile 7,1003.1
2018-Q4,Uruguay,Mean Labor Income - Decile 6,1003.0
2018-Q2,Ecuador,Mean Labor Income - Decile 8,1002.4
2019-Q2,Ecuador,Mean Labor Income - Decile 8,1002.3
2023-Q2,Mexico,Mean Labor Income - Decile 9,1001.7
2021-Q4,El Salvador,Mean Labor Income - Decile 9,1001.6
2019-Q3,Uruguay,Mean Labor Income - Decile 6,1001.6
2017-Q2,Uruguay,Mean Labor Income - Decile 6,1001.4
2019-Q2,Uruguay,Mean Labor Income - Decile 6,1001.1
2024-Q2,Brazil,Mean Labor Income - Decile 8,1000.6
2019-Q2,Costa Rica,Mean Labor Income - Decile 6,1000.5
2023-Q2,Peru,Mean Labor Income - Decile 8,1000.1
2024-Q2,Costa Rica,Mean Labor Income - Decile 6,997.9
2017-Q2,Ecuador,Mean Labor Income - Decile 8,997.6
2017-Q3,Costa Rica,Mean Labor Income - Decile 6,997.3
2021-Q2,Bolivia,Mean Labor Income - Decile 7,997.2
2024-Q2,Bolivia,Mean Labor Income - Decile 7,997.1
2024-Q1,Uruguay,Mean Labor Income - Decile 6,996.8
2023-Q4,Dominican Republic,Mean Labor Income - Decile 8,996.8
2019-Q1,Costa Rica,Mean Labor Income - Decile 6,996.3
2016-Q4,Ecuador,Mean Labor Income - Decile 8,995.1
2016-Q1,Uruguay,Mean Labor Income - Decile 6,994.9
2018-Q3,Costa Rica,Mean Labor Income - Decile 6,993.3
2024-Q1,Peru,Mean Labor Income - Decile 8,993.3
2023-Q4,Costa Rica,Mean Labor Income - Decile 6,992.0
2020-Q4,Brazil,Mean Labor Income - Decile 8,991.5
2017-Q1,Paraguay,Mean Labor Income - Decile 7,991.5
2024-Q1,Ecuador,Mean Labor Income - Decile 8,990.9
2019-Q4,El Salvador,Mean Labor Income - Decile 9,989.9
2016-Q3,Uruguay,Mean Labor Income - Decile 6,989.1
2023-Q1,Mexico,Mean Labor Income - Decile 9,989.0
2019-Q4,Uruguay,Mean Labor Income - Decile 6,988.6
2016-Q4,Argentina,Mean Labor Income - Decile 5,988.4
2018-Q4,Paraguay,Mean Labor Income - Decile 7,987.3
2017-Q3,Argentina,Mean Labor Income - Decile 5,987.2
2019-Q1,Ecuador,Mean Labor Income - Decile 8,986.8
2016-Q4,Uruguay,Mean Labor Income - Decile 6,986.2
2024-Q1,Brazil,Mean Labor Income - Decile 8,986.0
2020-Q1,Costa Rica,Mean Labor Income - Decile 6,985.8
2020-Q1,Uruguay,Mean Labor Income - Decile 6,985.0
2023-Q4,Peru,Mean Labor Income - Decile 8,983.8
2017-Q2,El Salvador,Mean Labor Income - Decile 9,983.5
2024-Q2,Uruguay,Mean Labor Income - Decile 6,982.2
2021-Q1,Brazil,Mean Labor Income - Decile 8,982.1
2017-Q1,Ecuador,Mean Labor Income - Decile 8,981.1
2019-Q2,Argentina,Mean Labor Income - Decile 6,980.7
2018-Q4,Costa Rica,Mean Labor Income - Decile 6,980.3
2023-Q4,Argentina,Mean Labor Income - Decile 7,979.8
2020-Q2,Costa Rica,Mean Labor Income - Decile 6,979.7
2019-Q3,Costa Rica,Mean Labor Income - Decile 6,979.6
2021-Q3,Mexico,Mean Labor Income - Decile 9,979.4
2017-Q4,Argentina,Mean Labor Income - Decile 5,979.4
2017-Q1,Argentina,Mean Labor Income - Decile 5,978.7
2020-Q3,Ecuador,Mean Labor Income - Decile 8,978.4
2019-Q4,Costa Rica,Mean Labor Income - Decile 6,977.5
2020-Q2,Bolivia,Mean Labor Income - Decile 6,976.9
2019-Q4,Dominican Republic,Mean Labor Income - Decile 8,976.5
2018-Q2,Argentina,Mean Labor Income - Decile 5,976.4
2023-Q4,Brazil,Mean Labor Income - Decile 8,975.3
2022-Q4,El Salvador,Mean Labor Income - Decile 9,975.2
2019-Q1,Dominican Republic,Mean Labor Income - Decile 8,974.8
2018-Q2,Costa Rica,Mean Labor Income - Decile 6,974.8
2016-Q2,Uruguay,Mean Labor Income - Decile 6,973.7
2023-Q3,Peru,Mean Labor Income - Decile 8,973.6
2022-Q4,Uruguay,Mean Labor Income - Decile 6,973.5
2023-Q3,Uruguay,Mean Labor Income - Decile 6,972.9
2020-Q4,Uruguay,Mean Labor Income - Decile 6,972.6
2016-Q2,El Salvador,Mean Labor Income - Decile 9,972.4
2019-Q3,Dominican Republic,Mean Labor Income - Decile 8,972.0
2022-Q2,Mexico,Mean Labor Income - Decile 9,971.8
2021-Q1,Mexico,Mean Labor Income - Decile 9,971.5
2023-Q3,Brazil,Mean Labor Income - Decile 8,971.2
2023-Q3,Dominican Republic,Mean Labor Income - Decile 8,969.6
2017-Q2,Paraguay,Mean Labor Income - Decile 7,969.5
2021-Q1,Uruguay,Mean Labor Income - Decile 6,969.2
2023-Q3,Costa Rica,Mean Labor Income - Decile 6,968.5
2022-Q1,Mexico,Mean Labor Income - Decile 9,968.4
2021-Q2,Mexico,Mean Labor Income - Decile 9,967.5
2021-Q3,Costa Rica,Mean Labor Income - Decile 6,967.2
2023-Q2,Uruguay,Mean Labor Income - Decile 6,966.2
2023-Q4,Chile,Mean Labor Income - Decile 6,965.6
2021-Q2,Uruguay,Mean Labor Income - Decile 6,964.1
2018-Q4,Dominican Republic,Mean Labor Income - Decile 8,963.3
2021-Q2,Brazil,Mean Labor Income - Decile 8,962.7
2020-Q1,Brazil,Mean Labor Income - Decile 8,962.6
2019-Q4,Argentina,Mean Labor Income - Decile 6,962.6
2023-Q1,Peru,Mean Labor Income - Decile 8,962.3
2023-Q2,Dominican Republic,Mean Labor Income - Decile 8,962.3
2023-Q2,Brazil,Mean Labor Income - Decile 8,961.3
2019-Q2,Dominican Republic,Mean Labor Income - Decile 8,961.2
2022-Q4,Brazil,Mean Labor Income - Decile 8,959.5
2021-Q4,Mexico,Mean Labor Income - Decile 9,957.3
2022-Q3,Mexico,Mean Labor Income - Decile 9,956.9
2022-Q4,Mexico,Mean Labor Income - Decile 9,955.7
2023-Q1,Ecuador,Mean Labor Income - Decile 8,955.5
2020-Q1,Mexico,Mean Labor Income - Decile 9,955.5
2023-Q1,Brazil,Mean Labor Income - Decile 8,955.0
2020-Q1,Argentina,Mean Labor Income - Decile 6,954.8
2020-Q2,Argentina,Mean Labor Income - Decile 6,953.7
2022-Q1,Uruguay,Mean Labor Income - Decile 6,952.1
2022-Q4,Peru,Mean Labor Income - Decile 8,952.0
2020-Q3,Mexico,Mean Labor Income - Decile 9,951.1
2019-Q4,Brazil,Mean Labor Income - Decile 8,950.9
2020-Q4,Mexico,Mean Labor Income - Decile 9,950.6
2023-Q2,Costa Rica,Mean Labor Income - Decile 6,950.0
2021-Q2,Costa Rica,Mean Labor Income - Decile 6,950.0
2023-Q4,Uruguay,Mean Labor Income - Decile 6,949.1
2024-Q4,Costa Rica,Mean Labor Income - Decile 5,948.7
2022-Q1,Ecuador,Mean Labor Income - Decile 8,947.9
2022-Q3,Paraguay,Mean Labor Income - Decile 7,947.5
2017-Q2,Argentina,Mean Labor Income - Decile 5,946.2
2021-Q1,Ecuador,Mean Labor Income - Decile 8,945.2
2022-Q3,Uruguay,Mean Labor Income - Decile 6,944.9
2020-Q3,Uruguay,Mean Labor Income - Decile 6,944.8
2020-Q2,Peru,Mean Labor Income - Decile 8,944.2
2020-Q1,Dominican Republic,Mean Labor Income - Decile 8,943.3
2019-Q1,Bolivia,Mean Labor Income - Decile 6,943.1
2017-Q3,El Salvador,Mean Labor Income - Decile 9,943.1
2017-Q4,Paraguay,Mean Labor Income - Decile 7,943.1
2018-Q2,Dominican Republic,Mean Labor Income - Decile 8,942.8
2023-Q3,Colombia,Mean Labor Income - Decile 8,942.3
2018-Q4,Brazil,Mean Labor Income - Decile 8,942.3
2019-Q1,Brazil,Mean Labor Income - Decile 8,941.8
2018-Q3,Dominican Republic,Mean Labor Income - Decile 8,941.3
2021-Q4,Costa Rica,Mean Labor Income - Decile 6,939.6
2017-Q1,Brazil,Mean Labor Income - Decile 8,938.1
2022-Q3,Brazil,Mean Labor Income - Decile 8,937.7
2022-Q2,Uruguay,Mean Labor Income - Decile 6,937.4
2024-Q3,Paraguay,Mean Labor Income - Decile 7,937.1
2023-Q2,Ecuador,Mean Labor Income - Decile 8,937.0
2016-Q4,Brazil,Mean Labor Income - Decile 8,936.4
2023-Q4,Paraguay,Mean Labor Income - Decile 7,936.1
2022-Q1,Argentina,Mean Labor Income - Decile 6,936.0
2019-Q4,Mexico,Mean Labor Income - Decile 9,936.0
2020-Q2,Uruguay,Mean Labor Income - Decile 6,936.0
2023-Q1,Uruguay,Mean Labor Income - Decile 6,935.6
2021-Q1,Argentina,Mean Labor Income - Decile 6,935.5
2021-Q4,Argentina,Mean Labor Income - Decile 6,935.3
2018-Q3,Argentina,Mean Labor Income - Decile 5,935.3
2018-Q4,El Salvador,Mean Labor Income - Decile 9,935.2
2016-Q3,Argentina,Mean Labor Income - Decile 5,934.9
2016-Q3,Mexico,Mean Labor Income - Decile 9,934.6
2016-Q3,El Salvador,Mean Labor Income - Decile 9,933.6
2023-Q1,Dominican Republic,Mean Labor Income - Decile 8,933.4
2018-Q2,Brazil,Mean Labor Income - Decile 8,933.2
2020-Q4,Bolivia,Mean Labor Income - Decile 6,933.1
2020-Q1,Bolivia,Mean Labor Income - Decile 6,932.8
2018-Q1,Brazil,Mean Labor Income - Decile 8,932.5
2019-Q3,Brazil,Mean Labor Income - Decile 8,932.4
2022-Q1,Costa Rica,Mean Labor Income - Decile 6,932.1
2019-Q2,Brazil,Mean Labor Income - Decile 8,931.9
2017-Q3,Brazil,Mean Labor Income - Decile 8,931.5
2020-Q4,Chile,Mean Labor Income - Decile 6,931.5
2023-Q4,Colombia,Mean Labor Income - Decile 8,931.3
2024-Q1,Paraguay,Mean Labor Income - Decile 7,930.9
2016-Q3,Brazil,Mean Labor Income - Decile 8,930.7
2017-Q2,Brazil,Mean Labor Income - Decile 8,930.3
2024-Q2,Ecuador,Mean Labor Income - Decile 8,930.2
2016-Q2,Mexico,Mean Labor Income - Decile 9,929.8
2017-Q4,Brazil,Mean Labor Income - Decile 8,929.7
2016-Q1,Brazil,Mean Labor Income - Decile 8,929.5
2020-Q4,Costa Rica,Mean Labor Income - Decile 6,929.0
2016-Q3,Costa Rica,Mean Labor Income - Decile 5,928.8
2016-Q1,Mexico,Mean Labor Income - Decile 9,928.5
2023-Q1,Costa Rica,Mean Labor Income - Decile 6,927.4
2016-Q4,Mexico,Mean Labor Income - Decile 9,927.2
2022-Q2,Ecuador,Mean Labor Income - Decile 8,926.2
2021-Q3,Argentina,Mean Labor Income - Decile 6,925.6
2018-Q1,Dominican Republic,Mean Labor Income - Decile 8,925.4
2021-Q3,Brazil,Mean Labor Income - Decile 8,925.3
2019-Q4,Bolivia,Mean Labor Income - Decile 6,925.3
2016-Q2,Brazil,Mean Labor Income - Decile 8,925.2
2016-Q4,Dominican Republic,Mean Labor Income - Decile 8,925.1
2016-Q2,Argentina,Mean Labor Income - Decile 5,924.9
2022-Q2,Colombia,Mean Labor Income - Decile 8,924.2
2023-Q2,Colombia,Mean Labor Income - Decile 8,923.5
2018-Q3,Brazil,Mean Labor Income - Decile 8,923.0
2021-Q1,Costa Rica,Mean Labor Income - Decile 6,922.9
2017-Q2,Dominican Republic,Mean Labor Income - Decile 8,922.4
2018-Q3,Ecuador,Mean Labor Income - Decile 7,922.3
2017-Q4,Bolivia,Mean Labor Income - Decile 6,922.0
2019-Q3,Bolivia,Mean Labor Income - Decile 6,921.9
2020-Q3,Argentina,Mean Labor Income - Decile 6,921.1
2021-Q4,Chile,Mean Labor Income - Decile 6,921.0
2021-Q3,Uruguay,Mean Labor Income - Decile 6,920.8
2019-Q2,Bolivia,Mean Labor Income - Decile 6,920.7
2021-Q4,Uruguay,Mean Labor Income - Decile 6,920.6
2022-Q4,Paraguay,Mean Labor Income - Decile 7,920.6
2018-Q2,Mexico,Mean Labor Income - Decile 9,920.3
2020-Q3,Costa Rica,Mean Labor Income - Decile 6,919.2
2016-Q3,Dominican Republic,Mean Labor Income - Decile 8,918.6
2022-Q2,Costa Rica,Mean Labor Income - Decile 6,918.1
2017-Q2,Bolivia,Mean Labor Income - Decile 6,918.0
2022-Q1,Brazil,Mean Labor Income - Decile 8,916.7
2021-Q3,Peru,Mean Labor Income - Decile 8,916.5
2022-Q3,Peru,Mean Labor Income - Decile 8,915.5
2018-Q1,Bolivia,Mean Labor Income - Decile 6,915.5
2024-Q1,Costa Rica,Mean Labor Income - Decile 5,914.9
2019-Q3,Mexico,Mean Labor Income - Decile 9,914.6
2021-Q4,Paraguay,Mean Labor Income - Decile 7,914.2
2022-Q4,Chile,Mean Labor Income - Decile 6,913.2
2021-Q2,Argentina,Mean Labor Income - Decile 6,913.0
2023-Q3,Argentina,Mean Labor Income - Decile 6,912.8
2019-Q1,Mexico,Mean Labor Income - Decile 9,912.5
2017-Q1,Mexico,Mean Labor Income - Decile 9,912.3
2017-Q4,Dominican Republic,Mean Labor Income - Decile 8,912.2
2017-Q3,Bolivia,Mean Labor Income - Decile 6,911.6
2018-Q3,Mexico,Mean Labor Income - Decile 9,911.6
2024-Q3,Costa Rica,Mean Labor Income - Decile 5,911.6
2018-Q3,Bolivia,Mean Labor Income - Decile 6,911.6
2022-Q3,Colombia,Mean Labor Income - Decile 8,911.4
2023-Q3,Paraguay,Mean Labor Income - Decile 7,911.1
2020-Q4,Paraguay,Mean Labor Income - Decile 7,911.0
2017-Q2,Mexico,Mean Labor Income - Decile 9,911.0
2020-Q4,Peru,Mean Labor Income - Decile 8,910.4
2017-Q3,Mexico,Mean Labor Income - Decile 9,910.0
2022-Q3,Ecuador,Mean Labor Income - Decile 8,910.0
2019-Q2,Mexico,Mean Labor Income - Decile 9,909.4
2017-Q1,Costa Rica,Mean Labor Income - Decile 5,908.9
2016-Q3,Bolivia,Mean Labor Income - Decile 6,907.6
2022-Q2,Brazil,Mean Labor Income - Decile 8,907.4
2017-Q2,Costa Rica,Mean Labor Income - Decile 5,907.1
2022-Q2,Peru,Mean Labor Income - Decile 8,907.0
2016-Q2,Costa Rica,Mean Labor Income - Decile 5,906.4
2016-Q1,Costa Rica,Mean Labor Income - Decile 5,906.0
2018-Q1,Mexico,Mean Labor Income - Decile 9,905.9
2022-Q4,Dominican Republic,Mean Labor Income - Decile 8,905.8
2023-Q3,Ecuador,Mean Labor Income - Decile 8,905.0
2024-Q3,Ecuador,Mean Labor Income - Decile 8,904.9
2018-Q4,Bolivia,Mean Labor Income - Decile 6,904.8
2016-Q4,Costa Rica,Mean Labor Income - Decile 5,904.6
2023-Q2,Paraguay,Mean Labor Income - Decile 7,904.5
2020-Q3,Peru,Mean Labor Income - Decile 8,904.4
2018-Q4,Mexico,Mean Labor Income - Decile 9,904.3
2023-Q1,Colombia,Mean Labor Income - Decile 8,903.7
2021-Q4,Brazil,Mean Labor Income - Decile 8,903.6
2016-Q3,Peru,Mean Labor Income - Decile 7,902.8
2022-Q4,Ecuador,Mean Labor Income - Decile 8,902.8
2017-Q4,Mexico,Mean Labor Income - Decile 9,902.4
2016-Q2,Bolivia,Mean Labor Income - Decile 6,902.4
2020-Q1,El Salvador,Mean Labor Income - Decile 8,902.2
2022-Q3,Costa Rica,Mean Labor Income - Decile 6,902.2
2017-Q4,El Salvador,Mean Labor Income - Decile 9,901.8
2018-Q2,Bolivia,Mean Labor Income - Decile 6,901.7
2017-Q4,Costa Rica,Mean Labor Income - Decile 5,901.6
2018-Q4,Chile,Mean Labor Income - Decile 6,900.8
2016-Q2,Dominican Republic,Mean Labor Income - Decile 8,900.5
2023-Q1,Paraguay,Mean Labor Income - Decile 7,900.4
2017-Q3,Dominican Republic,Mean Labor Income - Decile 8,899.5
2024-Q2,Costa Rica,Mean Labor Income - Decile 5,899.3
2021-Q2,Peru,Mean Labor Income - Decile 8,899.2
2023-Q2,El Salvador,Mean Labor Income - Decile 8,898.9
2017-Q1,Bolivia,Mean Labor Income - Decile 6,898.5
2016-Q4,Bolivia,Mean Labor Income - Decile 6,897.0
2023-Q4,Costa Rica,Mean Labor Income - Decile 5,895.6
2019-Q4,Chile,Mean Labor Income - Decile 6,895.0
2018-Q1,Costa Rica,Mean Labor Income - Decile 5,894.8
2017-Q1,Dominican Republic,Mean Labor Income - Decile 8,893.9
2024-Q2,Argentina,Mean Labor Income - Decile 7,893.9
2022-Q2,Paraguay,Mean Labor Income - Decile 7,893.8
2020-Q3,Bolivia,Mean Labor Income - Decile 6,893.3
2022-Q4,Colombia,Mean Labor Income - Decile 8,893.2
2016-Q1,Dominican Republic,Mean Labor Income - Decile 8,892.9
2022-Q1,Colombia,Mean Labor Income - Decile 8,892.7
2022-Q4,Costa Rica,Mean Labor Income - Decile 6,892.6
2021-Q1,Peru,Mean Labor Income - Decile 8,890.0
2022-Q1,Peru,Mean Labor Income - Decile 8,889.4
2017-Q3,Costa Rica,Mean Labor Income - Decile 5,888.0
2017-Q3,Ecuador,Mean Labor Income - Decile 7,887.9
2017-Q4,Chile,Mean Labor Income - Decile 6,887.7
2023-Q4,Ecuador,Mean Labor Income - Decile 8,886.4
2016-Q4,El Salvador,Mean Labor Income - Decile 9,885.9
2018-Q3,Costa Rica,Mean Labor Income - Decile 5,885.8
2019-Q3,Ecuador,Mean Labor Income - Decile 7,885.3
2016-Q4,Peru,Mean Labor Income - Decile 7,884.5
2019-Q2,Costa Rica,Mean Labor Income - Decile 5,884.4
2016-Q1,Peru,Mean Labor Income - Decile 7,884.1
2021-Q3,Colombia,Mean Labor Income - Decile 8,883.6
2018-Q2,Paraguay,Mean Labor Income - Decile 6,883.5
2019-Q1,Paraguay,Mean Labor Income - Decile 6,883.0
2024-Q2,Paraguay,Mean Labor Income - Decile 7,881.0
2020-Q4,Argentina,Mean Labor Income - Decile 6,880.3
2019-Q1,Costa Rica,Mean Labor Income - Decile 5,880.3
2021-Q1,Colombia,Mean Labor Income - Decile 8,880.0
2020-Q4,Ecuador,Mean Labor Income - Decile 8,879.4
2016-Q2,Peru,Mean Labor Income - Decile 7,878.9
2024-Q4,Ecuador,Mean Labor Income - Decile 8,877.9
2021-Q2,Colombia,Mean Labor Income - Decile 8,877.9
2019-Q3,Colombia,Mean Labor Income - Decile 8,877.6
2018-Q1,Peru,Mean Labor Income - Decile 7,876.8
2019-Q2,Colombia,Mean Labor Income - Decile 8,876.3
2021-Q4,Peru,Mean Labor Income - Decile 8,876.0
2023-Q1,El Salvador,Mean Labor Income - Decile 8,875.9
2020-Q1,Costa Rica,Mean Labor Income - Decile 5,875.3
2021-Q4,Dominican Republic,Mean Labor Income - Decile 8,875.2
2022-Q3,Dominican Republic,Mean Labor Income - Decile 8,875.1
2023-Q3,Costa Rica,Mean Labor Income - Decile 5,874.6
2018-Q3,Paraguay,Mean Labor Income - Decile 6,873.9
2017-Q4,Peru,Mean Labor Income - Decile 7,873.9
2021-Q2,Ecuador,Mean Labor Income - Decile 8,873.8
2019-Q2,Paraguay,Mean Labor Income - Decile 6,872.7
2022-Q1,Paraguay,Mean Labor Income - Decile 7,872.6
2019-Q1,Colombia,Mean Labor Income - Decile 8,872.2
2022-Q2,Dominican Republic,Mean Labor Income - Decile 8,872.1
2017-Q3,Peru,Mean Labor Income - Decile 7,872.0
2018-Q4,Costa Rica,Mean Labor Income - Decile 5,870.5
2022-Q1,Dominican Republic,Mean Labor Income - Decile 8,870.4
2018-Q2,Costa Rica,Mean Labor Income - Decile 5,870.2
2020-Q2,Costa Rica,Mean Labor Income - Decile 5,869.4
2021-Q4,Ecuador,Mean Labor Income - Decile 8,869.3
2021-Q3,Ecuador,Mean Labor Income - Decile 8,869.0
2024-Q3,Dominican Republic,Mean Labor Income - Decile 7,868.3
2019-Q3,Paraguay,Mean Labor Income - Decile 6,867.0
2023-Q2,Argentina,Mean Labor Income - Decile 6,866.8
2024-Q3,Mexico,Mean Labor Income - Decile 8,866.2
2023-Q1,Argentina,Mean Labor Income - Decile 6,865.8
2019-Q4,Costa Rica,Mean Labor Income - Decile 5,865.5
2019-Q4,Peru,Mean Labor Income - Decile 7,864.5
2018-Q1,Paraguay,Mean Labor Income - Decile 6,864.2
2016-Q1,Bolivia,Mean Labor Income - Decile 6,864.0
2019-Q2,El Salvador,Mean Labor Income - Decile 8,863.5
2024-Q2,Mexico,Mean Labor Income - Decile 8,863.3
2017-Q1,Peru,Mean Labor Income - Decile 7,863.3
2022-Q3,Argentina,Mean Labor Income - Decile 6,863.0
2021-Q1,Bolivia,Mean Labor Income - Decile 6,863.0
2017-Q3,Uruguay,Mean Labor Income - Decile 5,862.9
2023-Q3,Bolivia,Mean Labor Income - Decile 6,862.9
2020-Q1,Peru,Mean Labor Income - Decile 7,862.3
2021-Q4,Colombia,Mean Labor Income - Decile 8,862.3
2019-Q3,Costa Rica,Mean Labor Income - Decile 5,862.1
2016-Q3,Ecuador,Mean Labor Income - Decile 7,862.1
2017-Q4,Uruguay,Mean Labor Income - Decile 5,862.0
2021-Q2,El Salvador,Mean Labor Income - Decile 8,861.4
2018-Q2,Colombia,Mean Labor Income - Decile 8,861.2
2022-Q4,Bolivia,Mean Labor Income - Decile 6,861.2
2024-Q3,Argentina,Mean Labor Income - Decile 6,860.1
2022-Q2,Argentina,Mean Labor Income - Decile 6,860.0
2023-Q1,Bolivia,Mean Labor Income - Decile 6,859.6
2022-Q1,El Salvador,Mean Labor Income - Decile 8,859.5
2018-Q3,Colombia,Mean Labor Income - Decile 8,859.4
2019-Q1,Uruguay,Mean Labor Income - Decile 5,859.4
2021-Q1,El Salvador,Mean Labor Income - Decile 8,859.3
2020-Q1,Colombia,Mean Labor Income - Decile 8,859.1
2021-Q2,Dominican Republic,Mean Labor Income - Decile 8,858.9
2019-Q1,El Salvador,Mean Labor Income - Decile 8,858.9
2023-Q2,Bolivia,Mean Labor Income - Decile 6,858.8
2018-Q4,Peru,Mean Labor Income - Decile 7,858.3
2018-Q2,Uruguay,Mean Labor Income - Decile 5,858.3
2022-Q3,Bolivia,Mean Labor Income - Decile 6,858.1
2022-Q1,Bolivia,Mean Labor Income - Decile 6,857.9
2018-Q4,Argentina,Mean Labor Income - Decile 5,856.9
2023-Q4,Bolivia,Mean Labor Income - Decile 6,856.7
2016-Q1,Colombia,Mean Labor Income - Decile 8,856.5
2021-Q3,Bolivia,Mean Labor Income - Decile 6,856.5
2018-Q2,Peru,Mean Labor Income - Decile 7,856.1
2019-Q3,Peru,Mean Labor Income - Decile 7,855.1
2017-Q1,Uruguay,Mean Labor Income - Decile 5,854.9
2021-Q3,Costa Rica,Mean Labor Income - Decile 5,854.6
2019-Q4,Paraguay,Mean Labor Income - Decile 6,854.5
2018-Q1,Uruguay,Mean Labor Income - Decile 5,853.2
2022-Q2,Bolivia,Mean Labor Income - Decile 6,853.0
2016-Q4,Chile,Mean Labor Income - Decile 6,852.4
2024-Q1,Bolivia,Mean Labor Income - Decile 6,851.8
2021-Q4,Bolivia,Mean Labor Income - Decile 6,850.9
2017-Q2,Colombia,Mean Labor Income - Decile 8,849.6
2017-Q4,Ecuador,Mean Labor Income - Decile 7,849.4
2022-Q4,Argentina,Mean Labor Income - Decile 6,847.6
2024-Q1,Mexico,Mean Labor Income - Decile 8,846.9
2021-Q2,Costa Rica,Mean Labor Income - Decile 5,846.9
2019-Q3,Uruguay,Mean Labor Income - Decile 5,846.4
2022-Q2,El Salvador,Mean Labor Income - Decile 8,846.2
2018-Q3,Peru,Mean Labor Income - Decile 7,846.2
2018-Q1,El Salvador,Mean Labor Income - Decile 8,845.8
2017-Q2,Uruguay,Mean Labor Income - Decile 5,845.6
2018-Q4,Colombia,Mean Labor Income - Decile 8,845.5
2018-Q3,Uruguay,Mean Labor Income - Decile 5,845.5
2018-Q4,Uruguay,Mean Labor Income - Decile 5,845.5
2021-Q3,Dominican Republic,Mean Labor Income - Decile 8,845.4
2021-Q1,Dominican Republic,Mean Labor Income - Decile 8,845.2
2019-Q1,Peru,Mean Labor Income - Decile 7,845.1
2018-Q1,Colombia,Mean Labor Income - Decile 8,845.1
2023-Q2,Costa Rica,Mean Labor Income - Decile 5,845.0
2017-Q1,Colombia,Mean Labor Income - Decile 8,844.9
2019-Q1,Argentina,Mean Labor Income - Decile 5,844.7
2024-Q2,Bolivia,Mean Labor Income - Decile 6,844.3
2018-Q1,Ecuador,Mean Labor Income - Decile 7,844.2
2017-Q3,Colombia,Mean Labor Income - Decile 8,844.1
2023-Q4,El Salvador,Mean Labor Income - Decile 8,844.0
2019-Q4,Uruguay,Mean Labor Income - Decile 5,843.8
2019-Q4,Colombia,Mean Labor Income - Decile 8,843.7
2020-Q3,Dominican Republic,Mean Labor Income - Decile 8,843.7
2024-Q1,Uruguay,Mean Labor Income - Decile 5,843.5
2016-Q1,Uruguay,Mean Labor Income - Decile 5,843.4
2024-Q4,Costa Rica,Mean Labor Income - Decile 4,842.5
2019-Q2,Uruguay,Mean Labor Income - Decile 5,842.0
2019-Q2,Peru,Mean Labor Income - Decile 7,841.5
2017-Q3,Paraguay,Mean Labor Income - Decile 6,841.3
2024-Q2,Dominican Republic,Mean Labor Income - Decile 7,841.0
2016-Q4,Uruguay,Mean Labor Income - Decile 5,840.9
2016-Q2,Colombia,Mean Labor Income - Decile 8,840.8
2021-Q4,Costa Rica,Mean Labor Income - Decile 5,840.4
2018-Q4,Ecuador,Mean Labor Income - Decile 7,840.0
2019-Q3,Argentina,Mean Labor Income - Decile 5,839.9
2017-Q4,Colombia,Mean Labor Income - Decile 8,839.8
2016-Q3,Colombia,Mean Labor Income - Decile 8,839.3
2016-Q2,Ecuador,Mean Labor Income - Decile 7,839.0
2023-Q1,Costa Rica,Mean Labor Income - Decile 5,839.0
2017-Q2,Peru,Mean Labor Income - Decile 7,838.6
2024-Q3,Paraguay,Mean Labor Income - Decile 6,838.4
2016-Q3,Uruguay,Mean Labor Income - Decile 5,838.0
2021-Q2,Bolivia,Mean Labor Income - Decile 6,836.7
2018-Q4,Paraguay,Mean Labor Income - Decile 6,836.7
2019-Q4,Ecuador,Mean Labor Income - Decile 7,836.3
2020-Q4,Dominican Republic,Mean Labor Income - Decile 8,836.1
2020-Q4,Colombia,Mean Labor Income - Decile 8,836.0
2020-Q2,Bolivia,Mean Labor Income - Decile 5,835.5
2023-Q4,Paraguay,Mean Labor Income - Decile 6,834.8
2023-Q3,El Salvador,Mean Labor Income - Decile 8,834.2
2024-Q1,Dominican Republic,Mean Labor Income - Decile 7,833.8
2020-Q1,Uruguay,Mean Labor Income - Decile 5,833.8
2018-Q2,Ecuador,Mean Labor Income - Decile 7,833.6
2016-Q1,Ecuador,Mean Labor Income - Decile 7,832.9
2023-Q4,Dominican Republic,Mean Labor Income - Decile 7,832.2
2022-Q1,Costa Rica,Mean Labor Income - Decile 5,830.8
2019-Q1,Ecuador,Mean Labor Income - Decile 7,830.3
2020-Q4,Uruguay,Mean Labor Income - Decile 5,829.9
2021-Q2,Uruguay,Mean Labor Income - Decile 5,828.9
2024-Q2,Uruguay,Mean Labor Income - Decile 5,828.1
2021-Q3,El Salvador,Mean Labor Income - Decile 8,827.9
2016-Q3,Costa Rica,Mean Labor Income - Decile 4,827.6
2016-Q2,Uruguay,Mean Labor Income - Decile 5,826.8
2019-Q3,El Salvador,Mean Labor Income - Decile 8,826.5
2019-Q2,Ecuador,Mean Labor Income - Decile 7,826.5
