Period,Country,Indicator,Value
2023-Q1,Bolivia,Total Population 15+ by area - Urban,6149698.0
2022-Q2,Chile,Total Population 15+ by age - 25-44,6149273.0
2019-Q2,Mexico,Total Workers by age - 55-64,6147478.0
2020-Q3,Chile,Total Workers by area - Urban,6146939.0
2024-Q3,Colombia,Total Population 15+ by age - 45-54,6143766.0
2022-Q1,Chile,Total Population 15+ by age - 25-44,6138845.0
2018-Q4,Dominican Republic,Total Population 15+ by area - Urban,6137093.0
2021-Q4,Chile,Total Population 15+ by age - 25-44,6128341.0
2022-Q1,Colombia,Total Workers by educational attainment - High,6125867.0
2024-Q1,Colombia,Total Population 15+ by age - 45-54,6122512.0
2021-Q3,Chile,Total Population 15+ by age - 25-44,6117762.0
2022-Q4,Bolivia,Total Population 15+ by area - Urban,6110435.0
2021-Q2,Chile,Total Population 15+ by age - 25-44,6101891.0
2018-Q2,Dominican Republic,Total Population 15+ by area - Urban,6082371.0
2024-Q2,Colombia,Total Population 15+ by age - 45-54,6080721.0
2021-Q1,Chile,Total Population 15+ by age - 25-44,6080544.0
2018-Q1,Dominican Republic,Total Population 15+ by area - Urban,6079409.0
2021-Q1,Mexico,Total Workers by age - 55-64,6078771.0
2022-Q3,Bolivia,Total Population 15+ by area - Urban,6075148.0
2023-Q3,Argentina,Total Workers by educational attainment - Middle,6073603.0
2023-Q4,Colombia,Total Population 15+ by age - 45-54,6069606.0
2024-Q1,Argentina,Total Workers by educational attainment - Middle,6062020.0
2020-Q4,Chile,Total Population 15+ by age - 25-44,6061043.0
2016-Q3,Chile,Total Population 15+ by educational attainment - Low,6059801.0
2021-Q2,Argentina,Total Workers by age - 25-44,6059641.0
2017-Q4,Dominican Republic,Total Population 15+ by area - Urban,6058461.0
2021-Q2,Bolivia,Total Workers - Total,6055111.0
2020-Q4,Mexico,Total Workers by age - 55-64,6042836.0
2019-Q4,Argentina,Total Workers by age - 25-44,6042775.0
2020-Q3,Chile,Total Population 15+ by age - 25-44,6038130.0
2020-Q3,Argentina,Total Workers by sex - Male,6037494.0
2021-Q3,Colombia,Total Population 15+ by age - 45-54,6037427.0
2019-Q1,Mexico,Total Workers by age - 55-64,6034968.0
2022-Q2,Bolivia,Total Population 15+ by area - Urban,6034103.0
2023-Q4,Argentina,Total Workers by educational attainment - Middle,6030842.0
2024-Q3,Argentina,Total Workers by educational attainment - Middle,6027650.0
2020-Q2,Chile,Total Workers by area - Urban,6018909.0
2016-Q4,Chile,Total Population 15+ by educational attainment - Low,6007998.0
2020-Q2,Chile,Total Population 15+ by age - 25-44,6007509.0
2017-Q3,Dominican Republic,Total Population 15+ by area - Urban,6002435.0
2022-Q1,Bolivia,Total Population 15+ by area - Urban,5996157.0
2023-Q1,Argentina,Total Workers by educational attainment - Middle,5994134.0
2018-Q4,Mexico,Total Workers by age - 55-64,5991842.0
2023-Q4,Argentina,Total Workers by sex - Female,5989150.0
2021-Q4,Colombia,Total Population 15+ by age - 45-54,5987118.0
2022-Q4,Colombia,Total Population 15+ by age - 45-54,5975689.0
2022-Q3,Colombia,Total Population 15+ by age - 45-54,5975413.0
2016-Q2,Chile,Total Population 15+ by educational attainment - Low,5972972.0
2021-Q4,Bolivia,Total Population 15+ by area - Urban,5961489.0
2020-Q1,Argentina,Total Workers by age - 25-44,5961444.0
2020-Q1,Chile,Total Population 15+ by age - 25-44,5960183.0
2017-Q1,Dominican Republic,Total Population 15+ by area - Urban,5956111.0
2017-Q2,Dominican Republic,Total Population 15+ by area - Urban,5931419.0
2023-Q3,Argentina,Total Workers by sex - Female,5928941.0
2021-Q1,Argentina,Total Workers by age - 25-44,5927781.0
2021-Q3,Bolivia,Total Population 15+ by area - Urban,5926878.0
2023-Q2,Argentina,Total Workers by educational attainment - Middle,5919108.0
2024-Q2,Argentina,Total Workers by educational attainment - Middle,5916759.0
2023-Q3,Colombia,Total Population 15+ by age - 45-54,5914156.0
2021-Q1,Bolivia,Total Workers - Total,5913730.0
2024-Q2,Argentina,Total Workers by sex - Female,5905145.0
2018-Q3,Mexico,Total Workers by age - 55-64,5901444.0
2021-Q1,Colombia,Total Population 15+ by age - 45-54,5900932.0
2023-Q2,Colombia,Total Population 15+ by age - 45-54,5899026.0
2021-Q2,Bolivia,Total Population 15+ by area - Urban,5895964.0
2016-Q1,Chile,Total Population 15+ by educational attainment - Low,5892500.0
2024-Q3,Argentina,Total Workers by sex - Female,5889311.0
2019-Q3,Argentina,Total Workers by age - 25-44,5882594.0
2017-Q1,Chile,Total Population 15+ by educational attainment - Low,5882371.0
2017-Q3,Chile,Total Population 15+ by educational attainment - Low,5881341.0
2019-Q2,Argentina,Total Workers by age - 25-44,5879555.0
2023-Q1,Colombia,Total Population 15+ by age - 45-54,5875685.0
2017-Q2,Chile,Total Population 15+ by educational attainment - Low,5870976.0
2019-Q1,Argentina,Total Workers by age - 25-44,5868897.0
2021-Q1,Bolivia,Total Population 15+ by area - Urban,5863244.0
2017-Q4,Chile,Total Population 15+ by educational attainment - Low,5857201.0
2020-Q4,Argentina,Total Workers by age - 25-44,5845443.0
2024-Q1,Argentina,Total Workers by sex - Female,5842847.0
2019-Q4,Chile,Total Population 15+ by educational attainment - Low,5833592.0
2021-Q2,Colombia,Total Population 15+ by age - 45-54,5823035.0
2022-Q2,Colombia,Total Population 15+ by age - 45-54,5802284.0
2023-Q1,Argentina,Total Workers by sex - Female,5796800.0
2018-Q3,Chile,Total Population 15+ by educational attainment - Low,5789344.0
2023-Q2,Argentina,Total Workers by sex - Female,5784891.0
2018-Q4,Chile,Total Population 15+ by educational attainment - Low,5783487.0
2018-Q2,Chile,Total Population 15+ by educational attainment - Low,5766818.0
2019-Q3,Chile,Total Population 15+ by educational attainment - Low,5761214.0
2020-Q4,Bolivia,Total Population 15+ by area - Urban,5760471.0
2020-Q4,Bolivia,Total Population 15+ - Total,5760471.0
2018-Q3,Argentina,Total Workers by age - 25-44,5753361.0
2018-Q2,Mexico,Total Workers by age - 55-64,5736325.0
2022-Q2,Argentina,Total Workers by educational attainment - Middle,5731943.0
2020-Q3,Bolivia,Total Population 15+ - Total,5730203.0
2020-Q3,Bolivia,Total Population 15+ by area - Urban,5730203.0
2017-Q4,Argentina,Total Workers by age - 25-44,5725369.0
2022-Q4,Argentina,Total Workers by sex - Female,5721146.0
2018-Q1,Argentina,Total Workers by age - 25-44,5710648.0
2022-Q2,Argentina,Total Workers by sex - Female,5709073.0
2022-Q4,Argentina,Total Workers by educational attainment - Middle,5708095.0
2018-Q1,Chile,Total Population 15+ by educational attainment - Low,5707863.0
2019-Q3,Bolivia,Total Workers - Total,5705023.0
2020-Q3,Mexico,Total Workers by age - 55-64,5703200.0
2020-Q1,Bolivia,Total Workers - Total,5698850.0
2020-Q2,Bolivia,Total Population 15+ by area - Urban,5695765.0
2020-Q2,Bolivia,Total Population 15+ - Total,5695765.0
2022-Q1,Colombia,Total Population 15+ by age - 45-54,5686777.0
2018-Q2,Argentina,Total Workers by age - 25-44,5683841.0
2018-Q1,Mexico,Total Workers by age - 55-64,5680976.0
2019-Q4,Bolivia,Total Workers - Total,5677799.0
2019-Q2,Chile,Total Population 15+ by educational attainment - Low,5673695.0
2020-Q1,Bolivia,Total Population 15+ by area - Urban,5662660.0
2018-Q4,Argentina,Total Workers by age - 25-44,5660729.0
2016-Q4,Argentina,Total Workers by age - 25-44,5655959.0
2022-Q3,Argentina,Total Workers by sex - Female,5639966.0
2017-Q1,Colombia,Total Population 15+ by age - 45-54,5638561.0
2017-Q3,Argentina,Total Workers by age - 25-44,5634164.0
2024-Q4,Colombia,Total Population 15+ by age - 65+,5633724.0
2019-Q1,Chile,Total Population 15+ by educational attainment - Low,5621793.0
2019-Q4,Bolivia,Total Population 15+ by area - Urban,5621666.0
2016-Q3,Colombia,Total Population 15+ by age - 45-54,5617850.0
2019-Q2,Bolivia,Total Workers - Total,5613775.0
2019-Q3,Bolivia,Total Population 15+ by area - Urban,5598268.0
2016-Q3,Argentina,Total Workers by age - 25-44,5589600.0
2024-Q3,Colombia,Total Population 15+ by age - 65+,5581761.0
2020-Q3,Argentina,Total Workers by age - 25-44,5578916.0
2022-Q3,Argentina,Total Workers by educational attainment - Middle,5577777.0
2016-Q2,Colombia,Total Population 15+ by age - 45-54,5576443.0
2017-Q3,Colombia,Total Population 15+ by age - 45-54,5570490.0
2016-Q4,Colombia,Total Population 15+ by age - 45-54,5568181.0
2017-Q2,Colombia,Total Population 15+ by age - 45-54,5566359.0
2019-Q3,Colombia,Total Population 15+ by age - 45-54,5565091.0
2019-Q2,Bolivia,Total Population 15+ by area - Urban,5556936.0
2021-Q3,Colombia,Total Workers by educational attainment - High,5554708.0
2017-Q3,Mexico,Total Workers by age - 55-64,5551654.0
2018-Q1,Colombia,Total Population 15+ by age - 45-54,5551625.0
2019-Q2,Colombia,Total Population 15+ by age - 45-54,5546092.0
2024-Q2,Colombia,Total Population 15+ by age - 65+,5541997.0
2017-Q4,Mexico,Total Workers by age - 55-64,5535987.0
2016-Q2,Argentina,Total Workers by age - 25-44,5535970.0
2017-Q4,Colombia,Total Population 15+ by age - 45-54,5527351.0
2019-Q1,Bolivia,Total Population 15+ by area - Urban,5526548.0
2019-Q1,Colombia,Total Population 15+ by age - 45-54,5521485.0
2017-Q2,Mexico,Total Workers by age - 55-64,5514864.0
2021-Q4,Argentina,Total Workers by sex - Female,5513501.0
2018-Q2,Colombia,Total Population 15+ by age - 45-54,5511875.0
2018-Q3,Colombia,Total Population 15+ by age - 45-54,5510812.0
2018-Q4,Bolivia,Total Population 15+ by area - Urban,5504252.0
2018-Q4,Colombia,Total Population 15+ by age - 45-54,5503007.0
2018-Q4,Bolivia,Total Workers - Total,5501745.0
2016-Q1,Colombia,Total Population 15+ by age - 45-54,5501021.0
2019-Q1,Bolivia,Total Workers - Total,5491326.0
2017-Q1,Argentina,Total Workers by age - 25-44,5490635.0
2022-Q1,Argentina,Total Workers by sex - Female,5489646.0
2019-Q4,Colombia,Total Population 15+ by age - 45-54,5486003.0
2018-Q3,Bolivia,Total Population 15+ by area - Urban,5485034.0
2021-Q4,Argentina,Total Workers by educational attainment - Middle,5482340.0
2017-Q1,Mexico,Total Workers by age - 55-64,5482047.0
2024-Q1,Colombia,Total Population 15+ by age - 65+,5477745.0
2016-Q4,Mexico,Total Workers by age - 55-64,5469793.0
2022-Q1,Argentina,Total Workers by educational attainment - Middle,5469212.0
2018-Q3,Bolivia,Total Workers - Total,5466192.0
2018-Q2,Bolivia,Total Population 15+ by area - Urban,5460321.0
2017-Q2,Argentina,Total Workers by age - 25-44,5459124.0
2024-Q2,Peru,Total Workers - Total,5447726.0
2024-Q2,Peru,Total Workers by area - Urban,5447726.0
2021-Q3,Argentina,Total Workers by sex - Female,5441758.0
2024-Q3,Peru,Total Workers by area - Urban,5435127.0
2024-Q3,Peru,Total Workers - Total,5435127.0
2018-Q1,Bolivia,Total Population 15+ by area - Urban,5430622.0
2022-Q3,Ecuador,Total Workers by area - Urban,5409114.0
2024-Q3,Ecuador,Total Workers by area - Urban,5399478.0
2016-Q3,Mexico,Total Workers by age - 55-64,5399377.0
2021-Q3,Argentina,Total Workers by educational attainment - Middle,5388727.0
2020-Q1,Chile,Total Population 15+ by educational attainment - Low,5386574.0
2019-Q4,Argentina,Total Workers by sex - Female,5381529.0
2023-Q4,Colombia,Total Population 15+ by age - 65+,5379575.0
2018-Q2,Bolivia,Total Workers - Total,5379544.0
2020-Q2,Argentina,Total Workers by sex - Male,5379220.0
2024-Q1,Chile,Total Workers by sex - Male,5372291.0
2022-Q2,Ecuador,Total Workers by area - Urban,5364553.0
2017-Q4,Bolivia,Total Population 15+ by area - Urban,5363913.0
2023-Q3,Colombia,Total Population 15+ by age - 65+,5359428.0
2021-Q2,Colombia,Total Workers by educational attainment - High,5358568.0
2024-Q2,Chile,Total Workers by sex - Male,5356538.0
2023-Q3,Ecuador,Total Workers by area - Urban,5355508.0
2022-Q4,Ecuador,Total Workers by area - Urban,5355029.0
2024-Q2,Ecuador,Total Workers by area - Urban,5342791.0
2017-Q3,Bolivia,Total Population 15+ by area - Urban,5332733.0
2023-Q4,Ecuador,Total Workers by area - Urban,5326321.0
2024-Q1,Peru,Total Workers - Total,5319651.0
2024-Q1,Peru,Total Workers by area - Urban,5319651.0
2020-Q1,Argentina,Total Workers by sex - Female,5319420.0
2023-Q1,Ecuador,Total Workers by area - Urban,5308836.0
2021-Q4,Colombia,Total Population 15+ by age - 65+,5307538.0
2019-Q2,Argentina,Total Workers by sex - Female,5299732.0
2023-Q4,Peru,Total Workers - Total,5294304.0
2023-Q4,Peru,Total Workers by area - Urban,5294304.0
2021-Q4,Ecuador,Total Workers by area - Urban,5294036.0
2017-Q2,Bolivia,Total Population 15+ by area - Urban,5292758.0
2024-Q3,Chile,Total Workers by sex - Male,5288190.0
2016-Q2,Mexico,Total Workers by age - 55-64,5286675.0
2023-Q2,Colombia,Total Population 15+ by age - 65+,5286428.0
2021-Q4,Colombia,Total Workers by educational attainment - High,5274620.0
2023-Q4,Chile,Total Workers by sex - Male,5268120.0
2024-Q4,Ecuador,Total Workers by area - Urban,5267914.0
2017-Q1,Bolivia,Total Population 15+ by area - Urban,5253457.0
2021-Q4,Chile,Total Population 15+ by educational attainment - Low,5251845.0
2023-Q2,Ecuador,Total Workers by area - Urban,5242649.0
2021-Q3,Chile,Total Population 15+ by educational attainment - Low,5237787.0
2024-Q2,Chile,Total Workers by educational attainment - Middle,5233493.0
2020-Q1,Chile,Total Workers by sex - Male,5223256.0
2023-Q1,Chile,Total Workers by sex - Male,5223036.0
2024-Q1,Ecuador,Total Workers by area - Urban,5221890.0
2022-Q4,Chile,Total Population 15+ by educational attainment - Low,5221564.0
2016-Q4,Bolivia,Total Population 15+ by area - Urban,5218655.0
2022-Q3,Chile,Total Population 15+ by educational attainment - Low,5217002.0
2019-Q4,Argentina,Total Workers by educational attainment - Middle,5216104.0
2021-Q3,Ecuador,Total Workers by area - Urban,5212190.0
2024-Q1,Chile,Total Workers by educational attainment - Middle,5206579.0
2023-Q2,Chile,Total Workers by sex - Male,5198265.0
2016-Q3,Bolivia,Total Population 15+ by area - Urban,5197763.0
2023-Q1,Colombia,Total Population 15+ by age - 65+,5193229.0
2022-Q4,Colombia,Total Population 15+ by age - 65+,5192107.0
2023-Q2,Peru,Total Workers by area - Urban,5185672.0
2023-Q2,Peru,Total Workers - Total,5185672.0
2023-Q3,Peru,Total Workers by area - Urban,5185128.0
2023-Q3,Peru,Total Workers - Total,5185128.0
2017-Q4,Bolivia,Total Workers - Total,5183677.0
2024-Q3,Chile,Total Workers by educational attainment - Middle,5183030.0
2022-Q2,Chile,Total Population 15+ by educational attainment - Low,5181161.0
2023-Q3,Chile,Total Workers by sex - Male,5174637.0
2016-Q1,Mexico,Total Workers by age - 55-64,5173322.0
2022-Q1,Chile,Total Population 15+ by educational attainment - Low,5170660.0
2022-Q1,Ecuador,Total Workers by area - Urban,5169420.0
2022-Q4,Chile,Total Workers by sex - Male,5166690.0
2016-Q2,Bolivia,Total Population 15+ by area - Urban,5159287.0
2018-Q4,Argentina,Total Workers by sex - Female,5156098.0
2019-Q2,Argentina,Total Workers by educational attainment - Middle,5153764.0
2019-Q1,Argentina,Total Workers by sex - Female,5153643.0
2022-Q3,Colombia,Total Population 15+ by age - 65+,5149103.0
2020-Q4,Chile,Total Population 15+ by educational attainment - Low,5148495.0
2022-Q1,Chile,Total Workers by sex - Male,5147039.0
2020-Q2,Chile,Total Population 15+ by educational attainment - Low,5145547.0
2018-Q3,Argentina,Total Workers by sex - Female,5140207.0
2019-Q3,Argentina,Total Workers by sex - Female,5137737.0
2023-Q4,Chile,Total Workers by educational attainment - Middle,5134678.0
2022-Q2,Chile,Total Workers by sex - Male,5133200.0
2020-Q3,Chile,Total Population 15+ by educational attainment - Low,5126755.0
2021-Q1,Argentina,Total Workers by educational attainment - Middle,5123397.0
2016-Q1,Bolivia,Total Population 15+ by area - Urban,5122027.0
2021-Q2,Chile,Total Population 15+ by educational attainment - Low,5120762.0
2018-Q1,Bolivia,Total Workers - Total,5118044.0
2022-Q3,Chile,Total Workers by sex - Male,5117160.0
2021-Q2,Argentina,Total Workers by sex - Female,5115810.0
2020-Q2,Argentina,Total Workers by age - 25-44,5113204.0
2020-Q1,Argentina,Total Workers by educational attainment - Middle,5109629.0
2021-Q1,Colombia,Total Population 15+ by age - 65+,5102436.0
2024-Q4,Colombia,Total Population 15+ by age - 55-64,5097547.0
2021-Q2,Ecuador,Total Workers by area - Urban,5091308.0
2023-Q3,Chile,Total Population 15+ by educational attainment - Low,5088877.0
2023-Q1,Chile,Total Population 15+ by educational attainment - Low,5086950.0
2018-Q2,Argentina,Total Workers by sex - Female,5075397.0
2021-Q3,Colombia,Total Population 15+ by age - 65+,5074110.0
2023-Q1,Peru,Total Workers - Total,5073386.0
2023-Q1,Peru,Total Workers by area - Urban,5073386.0
2017-Q4,Argentina,Total Workers by sex - Female,5071855.0
2023-Q2,Chile,Total Population 15+ by educational attainment - Low,5068414.0
2018-Q1,Argentina,Total Workers by sex - Female,5066658.0
2022-Q2,Peru,Total Workers - Total,5066292.0
2022-Q2,Peru,Total Workers by area - Urban,5066292.0
2021-Q4,Chile,Total Workers by sex - Male,5064440.0
2017-Q3,Bolivia,Total Workers - Total,5061978.0
2022-Q4,Peru,Total Workers - Total,5060633.0
2022-Q4,Peru,Total Workers by area - Urban,5060633.0
2021-Q1,Chile,Total Population 15+ by educational attainment - Low,5055104.0
2021-Q1,Argentina,Total Workers by sex - Female,5052480.0
2019-Q1,Argentina,Total Workers by educational attainment - Middle,5045484.0
2020-Q4,Argentina,Total Workers by sex - Female,5043512.0
2019-Q4,Paraguay,Total Population 15+ - Total,5042421.0
2021-Q1,Colombia,Total Workers by educational attainment - High,5041799.0
2021-Q2,Argentina,Total Workers by educational attainment - Middle,5037725.0
2024-Q3,Dominican Republic,Total Workers - Total,5035746.0
2018-Q3,Argentina,Total Workers by educational attainment - Middle,5030275.0
2019-Q3,Argentina,Total Workers by educational attainment - Middle,5022744.0
2019-Q3,Paraguay,Total Population 15+ - Total,5019034.0
2019-Q4,Chile,Total Workers by sex - Male,5008111.0
2023-Q4,Chile,Total Population 15+ by educational attainment - Low,5006085.0
2017-Q3,Argentina,Total Workers by sex - Female,5005395.0
2019-Q1,Chile,Total Workers by sex - Male,5005359.0
2024-Q2,Dominican Republic,Total Workers - Total,5004757.0
2019-Q4,Peru,Total Workers by area - Urban,5003626.0
2019-Q4,Peru,Total Workers - Total,5003626.0
2023-Q2,Chile,Total Workers by educational attainment - Middle,5002959.0
2021-Q1,Ecuador,Total Workers by area - Urban,4999490.0
2019-Q2,Paraguay,Total Population 15+ - Total,4995517.0
2018-Q4,Argentina,Total Workers by educational attainment - Middle,4995452.0
2021-Q2,Colombia,Total Population 15+ by age - 65+,4993862.0
2023-Q1,Chile,Total Workers by educational attainment - Middle,4982629.0
2018-Q1,Argentina,Total Workers by educational attainment - Middle,4980323.0
2023-Q4,Colombia,Total Population 15+ by age - 55-64,4974269.0
2019-Q3,Chile,Total Workers by sex - Male,4972553.0
2019-Q1,Paraguay,Total Population 15+ - Total,4972062.0
2022-Q3,Peru,Total Workers - Total,4971877.0
2022-Q3,Peru,Total Workers by area - Urban,4971877.0
2023-Q3,Chile,Total Workers by educational attainment - Middle,4970756.0
2024-Q3,Colombia,Total Population 15+ by age - 55-64,4970482.0
2018-Q4,Peru,Total Workers - Total,4967019.0
2018-Q4,Peru,Total Workers by area - Urban,4967019.0
2018-Q4,Chile,Total Workers by sex - Male,4959568.0
2022-Q4,Chile,Total Workers by educational attainment - Middle,4959219.0
2023-Q4,Dominican Republic,Total Workers - Total,4957992.0
2018-Q2,Argentina,Total Workers by educational attainment - Middle,4957501.0
2022-Q1,Colombia,Total Population 15+ by age - 65+,4957085.0
2018-Q2,Chile,Total Workers by sex - Male,4950330.0
2024-Q1,Dominican Republic,Total Workers - Total,4948580.0
2016-Q3,Argentina,Total Workers by sex - Female,4948165.0
2020-Q4,Argentina,Total Population 15+ by age - 15-24,4947220.0
2017-Q4,Chile,Total Workers by sex - Male,4945765.0
2023-Q3,El Salvador,Total Population 15+ - Total,4944779.0
2022-Q2,Colombia,Total Population 15+ by age - 55-64,4943950.0
2019-Q2,Chile,Total Workers by sex - Male,4941626.0
2018-Q1,Chile,Total Workers by sex - Male,4941554.0
2024-Q2,Colombia,Total Population 15+ by age - 55-64,4941097.0
2024-Q1,Colombia,Total Population 15+ by age - 55-64,4939750.0
2023-Q1,El Salvador,Total Population 15+ - Total,4938782.0
2023-Q1,Colombia,Total Population 15+ by age - 55-64,4937923.0
2018-Q4,Colombia,Total Workers by area - Rural,4934829.0
2022-Q3,Chile,Total Workers by educational attainment - Middle,4933355.0
2023-Q2,Colombia,Total Population 15+ by age - 55-64,4926477.0
2023-Q3,Colombia,Total Population 15+ by age - 55-64,4925729.0
2022-Q2,Colombia,Total Population 15+ by age - 65+,4923959.0
2021-Q3,Chile,Total Workers by sex - Male,4923610.0
2019-Q3,Peru,Total Workers - Total,4919517.0
2019-Q3,Peru,Total Workers by area - Urban,4919517.0
2024-Q1,Chile,Total Population 15+ by educational attainment - Low,4918965.0
2022-Q2,Chile,Total Workers by educational attainment - Middle,4915906.0
2023-Q2,El Salvador,Total Population 15+ - Total,4915874.0
2016-Q4,Bolivia,Total Workers - Total,4914142.0
2017-Q4,Argentina,Total Workers by educational attainment - Middle,4912960.0
2024-Q3,Chile,Total Population 15+ by educational attainment - Low,4911955.0
2018-Q3,Chile,Total Workers by sex - Male,4911172.0
2024-Q2,Chile,Total Population 15+ by educational attainment - Low,4909404.0
2022-Q2,El Salvador,Total Population 15+ - Total,4908292.0
2017-Q1,Chile,Total Workers by sex - Male,4907004.0
2022-Q1,Chile,Total Workers by educational attainment - Middle,4904938.0
2018-Q3,Peru,Total Workers by area - Urban,4903307.0
2018-Q3,Peru,Total Workers - Total,4903307.0
2022-Q1,Peru,Total Workers by area - Urban,4903251.0
2022-Q1,Peru,Total Workers - Total,4903251.0
2017-Q4,Colombia,Total Workers by area - Rural,4901041.0
2017-Q2,Bolivia,Total Workers - Total,4897814.0
2022-Q1,El Salvador,Total Population 15+ - Total,4897761.0
2022-Q3,El Salvador,Total Population 15+ - Total,4892821.0
2021-Q4,Peru,Total Workers by area - Urban,4891924.0
2021-Q4,Peru,Total Workers - Total,4891924.0
2024-Q3,Ecuador,Total Workers by sex - Male,4891694.0
2017-Q2,Colombia,Total Workers by area - Rural,4890944.0
2017-Q3,Argentina,Total Workers by educational attainment - Middle,4890679.0
2017-Q2,Argentina,Total Workers by sex - Female,4890017.0
2019-Q2,Peru,Total Workers by area - Urban,4889770.0
2019-Q2,Peru,Total Workers - Total,4889770.0
2017-Q4,Peru,Total Workers by area - Urban,4886891.0
2017-Q4,Peru,Total Workers - Total,4886891.0
2016-Q4,Argentina,Total Workers by sex - Female,4886401.0
2018-Q2,Colombia,Total Workers by area - Rural,4884235.0
2017-Q3,Peru,Total Workers - Total,4883939.0
2017-Q3,Peru,Total Workers by area - Urban,4883939.0
2016-Q4,Colombia,Total Workers by area - Rural,4883746.0
2017-Q3,Chile,Total Workers by sex - Male,4883068.0
2017-Q2,Chile,Total Workers by sex - Male,4878842.0
2021-Q3,El Salvador,Total Population 15+ - Total,4878680.0
2023-Q4,El Salvador,Total Population 15+ - Total,4878605.0
2020-Q4,El Salvador,Total Population 15+ - Total,4871289.0
2024-Q4,Ecuador,Total Workers by sex - Male,4866267.0
2016-Q4,Peru,Total Workers - Total,4865613.0
2016-Q4,Peru,Total Workers by area - Urban,4865613.0
2021-Q2,El Salvador,Total Population 15+ - Total,4865224.0
2024-Q3,Colombia,Total Workers by area - Rural,4863402.0
2016-Q3,Bolivia,Total Workers - Total,4863054.0
2023-Q3,Dominican Republic,Total Workers - Total,4861162.0
2016-Q4,Chile,Total Workers by sex - Male,4861126.0
2017-Q1,Bolivia,Total Workers - Total,4857504.0
2021-Q1,Chile,Total Workers by sex - Male,4853163.0
2022-Q4,Colombia,Total Population 15+ by age - 55-64,4852065.0
2016-Q1,Chile,Total Workers by sex - Male,4845949.0
2018-Q2,Peru,Total Workers by area - Urban,4844812.0
2018-Q2,Peru,Total Workers - Total,4844812.0
2021-Q4,Chile,Total Workers by educational attainment - Middle,4840972.0
2024-Q2,Ecuador,Total Workers by sex - Male,4835638.0
2021-Q1,El Salvador,Total Population 15+ - Total,4833866.0
2024-Q2,Chile,Total Workers by age - 25-44,4833270.0
2022-Q1,Colombia,Total Population 15+ by age - 55-64,4823989.0
2020-Q1,El Salvador,Total Population 15+ - Total,4821011.0
2023-Q3,Ecuador,Total Workers by sex - Male,4820216.0
2016-Q3,Chile,Total Workers by sex - Male,4819012.0
2023-Q2,Colombia,Total Workers by area - Rural,4815450.0
2019-Q2,El Salvador,Total Population 15+ - Total,4814982.0
2016-Q2,Colombia,Total Workers by area - Rural,4813868.0
2024-Q3,Ecuador,Total Population 15+ by educational attainment - Middle,4812803.0
2020-Q3,El Salvador,Total Population 15+ - Total,4812464.0
2023-Q4,Ecuador,Total Workers by sex - Male,4812375.0
2016-Q2,Bolivia,Total Workers - Total,4811915.0
2019-Q1,Peru,Total Workers - Total,4811725.0
2019-Q1,Peru,Total Workers by area - Urban,4811725.0
2020-Q4,Chile,Total Workers by sex - Male,4809995.0
2022-Q4,El Salvador,Total Population 15+ - Total,4809371.0
2020-Q1,Peru,Total Workers by area - Urban,4806305.0
2020-Q1,Peru,Total Workers - Total,4806305.0
2022-Q3,Colombia,Total Population 15+ by age - 55-64,4804593.0
2019-Q1,El Salvador,Total Population 15+ - Total,4800700.0
2017-Q2,Peru,Total Workers by area - Urban,4800595.0
2017-Q2,Peru,Total Workers - Total,4800595.0
2023-Q3,Colombia,Total Workers by area - Rural,4797652.0
2019-Q4,Colombia,Total Workers by area - Rural,4796190.0
2019-Q3,El Salvador,Total Population 15+ - Total,4795759.0
2024-Q4,Colombia,Total Workers by area - Rural,4794313.0
2016-Q2,Chile,Total Workers by sex - Male,4793497.0
2021-Q4,El Salvador,Total Population 15+ - Total,4788573.0
2016-Q2,Argentina,Total Workers by sex - Female,4783772.0
2018-Q1,Peru,Total Workers - Total,4783067.0
2018-Q1,Peru,Total Workers by area - Urban,4783067.0
2017-Q2,Argentina,Total Workers by educational attainment - Middle,4780785.0
2022-Q4,Dominican Republic,Total Workers - Total,4779025.0
2024-Q1,Ecuador,Total Workers by sex - Male,4777317.0
2024-Q3,Chile,Total Workers by age - 25-44,4773363.0
2022-Q4,Ecuador,Total Workers by sex - Male,4772640.0
2023-Q1,Dominican Republic,Total Workers - Total,4771958.0
2024-Q4,Ecuador,Total Population 15+ by educational attainment - Middle,4771604.0
2023-Q3,Ecuador,Total Population 15+ by educational attainment - Middle,4768425.0
2018-Q1,El Salvador,Total Population 15+ - Total,4768251.0
2021-Q2,Chile,Total Workers by sex - Male,4768017.0
2018-Q2,El Salvador,Total Population 15+ - Total,4766461.0
2023-Q2,Dominican Republic,Total Workers - Total,4766067.0
2024-Q2,Ecuador,Total Population 15+ by age - 25-44,4765154.0
2018-Q3,El Salvador,Total Population 15+ - Total,4763707.0
2017-Q1,Argentina,Total Workers by sex - Female,4763525.0
2023-Q1,Ecuador,Total Workers by sex - Male,4761842.0
2017-Q1,Peru,Total Workers - Total,4761347.0
2017-Q1,Peru,Total Workers by area - Urban,4761347.0
2022-Q3,Ecuador,Total Workers by sex - Male,4760875.0
2018-Q3,Colombia,Total Workers by area - Rural,4760380.0
2024-Q1,Chile,Total Workers by age - 25-44,4757147.0
2022-Q4,Ecuador,Total Population 15+ by educational attainment - Middle,4756986.0
