Period,Country,Indicator,Value
2018-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1062.6
2024-Q2,Brazil,Mean Monthly Labor Income by age - 55-64,1062.1
2020-Q1,Argentina,Mean Monthly Labor Income by area - Urban,1062.0
2020-Q1,Argentina,Mean Monthly Labor Income - Total,1062.0
2019-Q2,Paraguay,Mean Monthly Labor Income by age - 55-64,1061.8
2017-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - Middle,1061.7
2019-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1061.7
2019-Q4,Argentina,Mean Monthly Labor Income - Total,1061.6
2019-Q4,Argentina,Mean Monthly Labor Income by area - Urban,1061.6
2023-Q4,Brazil,Mean Monthly Labor Income by age - 45-54,1061.4
2017-Q3,Brazil,Mean Monthly Labor Income by age - 45-54,1061.2
2020-Q4,Argentina,Mean Monthly Labor Income by age - 55-64,1061.0
2017-Q2,Paraguay,Mean Monthly Labor Income by educational attaintment - Middle,1060.7
2022-Q3,Bolivia,Mean Monthly Labor Income by sex - Male,1060.5
2020-Q2,Bolivia,Mean Monthly Labor Income by area - Urban,1060.0
2020-Q2,Bolivia,Mean Monthly Labor Income - Total,1060.0
2020-Q3,El Salvador,Monthly Income Per Capita by educational attaintment - High,1059.8
2016-Q2,Peru,Mean Monthly Labor Income by age - 55-64,1059.5
2024-Q2,Argentina,Monthly Income Per Capita by educational attaintment - High,1059.4
2022-Q4,Bolivia,Mean Monthly Labor Income by age - 45-54,1059.4
2016-Q1,Brazil,Mean Monthly Labor Income by age - 45-54,1059.3
2024-Q3,Paraguay,Mean Monthly Labor Income by age - 45-54,1059.1
2020-Q3,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1059.1
2024-Q1,Paraguay,Mean Monthly Labor Income by area - Urban,1058.9
2023-Q4,Uruguay,Monthly Income Per Capita by age - 45-54,1058.8
2016-Q3,Peru,Monthly Income Per Capita by educational attaintment - High,1058.6
2024-Q2,Bolivia,Mean Monthly Labor Income by sex - Male,1058.5
2017-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - Middle,1058.2
2022-Q4,Argentina,Mean Monthly Labor Income by sex - Male,1058.0
2019-Q1,Bolivia,Mean Monthly Labor Income - Total,1058.0
2021-Q3,Bolivia,Mean Monthly Labor Income by age - 45-54,1057.7
2021-Q4,Bolivia,Mean Monthly Labor Income by sex - Male,1057.6
2018-Q2,Peru,Monthly Income Per Capita by educational attaintment - High,1057.6
2018-Q2,Bolivia,Monthly Income Per Capita by educational attaintment - High,1057.5
2016-Q3,Peru,Mean Monthly Labor Income by sex - Male,1057.5
2022-Q2,Uruguay,Mean Monthly Labor Income by age - 25-44,1057.3
2022-Q1,Bolivia,Mean Monthly Labor Income by sex - Male,1057.2
2021-Q4,Argentina,Mean Monthly Labor Income by area - Urban,1057.1
2021-Q4,Argentina,Mean Monthly Labor Income - Total,1057.1
2021-Q3,Argentina,Mean Monthly Labor Income - Total,1056.9
2021-Q3,Argentina,Mean Monthly Labor Income by area - Urban,1056.9
2023-Q1,Bolivia,Mean Monthly Labor Income by age - 45-54,1056.7
2023-Q1,Costa Rica,Mean Monthly Labor Income by area - Rural,1056.2
2024-Q4,Costa Rica,Monthly Income Per Capita by age - 25-44,1056.2
2019-Q2,Brazil,Mean Monthly Labor Income by age - 45-54,1056.1
2018-Q2,Uruguay,Mean Monthly Labor Income by area - Rural,1056.1
2019-Q4,Brazil,Mean Monthly Labor Income by age - 45-54,1055.6
2020-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1055.2
2022-Q4,Ecuador,Monthly Income Per Capita by educational attaintment - High,1054.7
2023-Q4,Bolivia,Mean Monthly Labor Income by age - 25-44,1054.7
2017-Q2,Brazil,Mean Monthly Labor Income by age - 45-54,1054.7
2019-Q3,Brazil,Mean Monthly Labor Income by age - 45-54,1054.5
2023-Q4,Colombia,Mean Monthly Labor Income by age - 45-54,1054.0
2024-Q1,Brazil,Mean Monthly Labor Income by age - 55-64,1053.7
2018-Q2,Argentina,Mean Monthly Labor Income by sex - Female,1053.5
2022-Q4,Costa Rica,Mean Monthly Labor Income by sex - Female,1053.2
2020-Q4,Chile,Mean Monthly Labor Income by area - Rural,1053.1
2022-Q3,Ecuador,Monthly Income Per Capita by educational attaintment - High,1053.1
2021-Q2,Argentina,Mean Monthly Labor Income - Total,1053.0
2021-Q2,Argentina,Mean Monthly Labor Income by area - Urban,1053.0
2024-Q3,Argentina,Mean Monthly Labor Income by age - 55-64,1052.7
2023-Q1,Uruguay,Monthly Income Per Capita by age - 45-54,1052.6
2018-Q3,Bolivia,Monthly Income Per Capita by educational attaintment - High,1052.6
2016-Q4,Uruguay,Mean Monthly Labor Income by area - Rural,1052.6
2017-Q2,Peru,Mean Monthly Labor Income by age - 45-54,1052.6
2016-Q2,Peru,Mean Monthly Labor Income by sex - Male,1052.3
2017-Q1,Brazil,Mean Monthly Labor Income by age - 45-54,1051.9
2022-Q2,Bolivia,Mean Monthly Labor Income by age - 25-44,1051.9
2022-Q4,Costa Rica,Mean Monthly Labor Income by educational attaintment - Middle,1051.2
2020-Q1,Bolivia,Mean Monthly Labor Income - Total,1051.2
2019-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1051.0
2021-Q1,Bolivia,Mean Monthly Labor Income by age - 45-54,1051.0
2021-Q4,Bolivia,Mean Monthly Labor Income by age - 25-44,1050.3
2023-Q1,Brazil,Mean Monthly Labor Income by age - 55-64,1050.2
2024-Q1,Brazil,Mean Monthly Labor Income by sex - Male,1050.2
2021-Q3,Bolivia,Mean Monthly Labor Income by age - 25-44,1049.9
2023-Q3,Colombia,Mean Monthly Labor Income by age - 45-54,1049.3
2022-Q3,Mexico,Mean Monthly Labor Income by educational attaintment - High,1049.3
2022-Q2,Brazil,Mean Monthly Labor Income by age - 65+,1049.0
2019-Q4,Argentina,Mean Monthly Labor Income by age - 25-44,1048.8
2017-Q1,Paraguay,Mean Monthly Labor Income by age - 25-44,1048.2
2016-Q2,Argentina,Mean Monthly Labor Income by sex - Female,1047.6
2017-Q2,Bolivia,Monthly Income Per Capita by educational attaintment - High,1047.6
2019-Q3,Peru,Mean Monthly Labor Income by sex - Male,1047.6
2022-Q4,Costa Rica,Mean Monthly Labor Income by age - 55-64,1047.3
2019-Q2,Peru,Monthly Income Per Capita by educational attaintment - High,1047.1
2023-Q4,Brazil,Mean Monthly Labor Income by age - 55-64,1047.0
2023-Q2,El Salvador,Monthly Income Per Capita by educational attaintment - High,1046.9
2024-Q2,Ecuador,Monthly Income Per Capita by educational attaintment - High,1046.7
2018-Q1,Peru,Mean Monthly Labor Income by sex - Male,1046.1
2024-Q1,Bolivia,Mean Monthly Labor Income by age - 25-44,1046.1
2019-Q4,Chile,Mean Monthly Labor Income by educational attaintment - Middle,1046.1
2020-Q3,Bolivia,Mean Monthly Labor Income by age - 55-64,1045.7
2018-Q3,Uruguay,Mean Monthly Labor Income by area - Rural,1045.4
2016-Q3,Brazil,Mean Monthly Labor Income by age - 45-54,1045.1
2021-Q1,Bolivia,Mean Monthly Labor Income by sex - Male,1044.9
2023-Q3,Brazil,Mean Monthly Labor Income by age - 55-64,1044.7
2019-Q2,Bolivia,Mean Monthly Labor Income - Total,1044.6
2023-Q2,Brazil,Mean Monthly Labor Income by age - 45-54,1044.4
2021-Q2,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1044.3
2022-Q2,Uruguay,Mean Monthly Labor Income by area - Rural,1044.1
2019-Q1,Peru,Monthly Income Per Capita by educational attaintment - High,1043.7
2016-Q4,Brazil,Mean Monthly Labor Income by age - 45-54,1043.6
2023-Q1,Bolivia,Mean Monthly Labor Income by age - 25-44,1042.9
2019-Q3,Argentina,Monthly Income Per Capita by age - 45-54,1042.7
2019-Q1,Peru,Mean Monthly Labor Income by sex - Male,1042.7
2018-Q2,Paraguay,Mean Monthly Labor Income by age - 55-64,1042.5
2024-Q1,Paraguay,Mean Monthly Labor Income by sex - Male,1042.1
2021-Q4,Bolivia,Mean Monthly Labor Income by age - 45-54,1042.0
2021-Q1,Argentina,Mean Monthly Labor Income by area - Urban,1041.5
2017-Q2,Peru,Monthly Income Per Capita by educational attaintment - High,1041.5
2021-Q1,Argentina,Mean Monthly Labor Income - Total,1041.5
2016-Q4,Peru,Mean Monthly Labor Income by age - 55-64,1040.9
2016-Q4,Argentina,Monthly Income Per Capita by age - 45-54,1039.8
2022-Q3,Bolivia,Mean Monthly Labor Income by age - 45-54,1039.6
2017-Q3,Peru,Mean Monthly Labor Income by sex - Male,1039.5
2020-Q3,Costa Rica,Mean Monthly Labor Income by area - Rural,1039.3
2023-Q2,Brazil,Mean Monthly Labor Income by age - 55-64,1038.9
2021-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1038.7
2022-Q1,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1038.7
2023-Q2,Argentina,Mean Monthly Labor Income by age - 55-64,1038.6
2018-Q1,Peru,Monthly Income Per Capita by educational attaintment - High,1038.3
2018-Q1,Paraguay,Mean Monthly Labor Income - Total,1038.3
2023-Q2,Paraguay,Mean Monthly Labor Income by age - 55-64,1038.1
2023-Q4,Brazil,Mean Monthly Labor Income by sex - Male,1038.1
2021-Q4,Brazil,Mean Monthly Labor Income by age - 65+,1037.7
2022-Q4,Bolivia,Mean Monthly Labor Income by age - 25-44,1037.6
2021-Q2,Brazil,Mean Monthly Labor Income by age - 45-54,1037.6
2020-Q3,Brazil,Mean Monthly Labor Income by area - Urban,1037.5
2019-Q3,Peru,Mean Monthly Labor Income by age - 45-54,1037.4
2017-Q1,Bolivia,Monthly Income Per Capita by educational attaintment - High,1036.9
2020-Q1,Brazil,Mean Monthly Labor Income by sex - Male,1036.7
2020-Q3,Bolivia,Mean Monthly Labor Income by age - 45-54,1036.5
2022-Q4,Brazil,Mean Monthly Labor Income by age - 55-64,1036.4
2021-Q1,Argentina,Mean Monthly Labor Income by age - 25-44,1036.4
2021-Q1,Costa Rica,Mean Monthly Labor Income by area - Rural,1036.2
2016-Q2,Brazil,Mean Monthly Labor Income by age - 45-54,1035.9
2019-Q4,Uruguay,Mean Monthly Labor Income by area - Rural,1035.4
2018-Q1,Peru,Mean Monthly Labor Income by age - 55-64,1035.3
2019-Q2,Argentina,Monthly Income Per Capita by age - 45-54,1035.1
2022-Q4,Uruguay,Monthly Income Per Capita by age - 45-54,1035.1
2017-Q2,El Salvador,Monthly Income Per Capita by educational attaintment - High,1035.0
2021-Q1,Bolivia,Mean Monthly Labor Income by age - 25-44,1034.2
2022-Q1,Argentina,Mean Monthly Labor Income by age - 65+,1033.7
2022-Q3,Costa Rica,Mean Monthly Labor Income by area - Rural,1033.6
2022-Q1,Bolivia,Mean Monthly Labor Income by age - 25-44,1033.4
2021-Q3,Argentina,Mean Monthly Labor Income by age - 25-44,1033.4
2023-Q3,Bolivia,Mean Monthly Labor Income by age - 25-44,1033.3
2020-Q4,Brazil,Mean Monthly Labor Income by sex - Male,1032.8
2021-Q2,Bolivia,Mean Monthly Labor Income by age - 45-54,1032.5
2022-Q3,Bolivia,Mean Monthly Labor Income by age - 25-44,1032.3
2018-Q1,Bolivia,Monthly Income Per Capita by educational attaintment - High,1032.3
2022-Q1,Bolivia,Mean Monthly Labor Income by age - 45-54,1032.2
2018-Q4,Argentina,Monthly Income Per Capita by age - 45-54,1032.2
2022-Q2,El Salvador,Monthly Income Per Capita by educational attaintment - High,1031.5
2023-Q4,Uruguay,Mean Monthly Labor Income by area - Rural,1031.2
2017-Q3,Paraguay,Monthly Income Per Capita by age - 45-54,1031.0
2023-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1030.9
2021-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1030.7
2024-Q2,Uruguay,Mean Monthly Labor Income by sex - Female,1030.5
2023-Q4,Chile,Monthly Income Per Capita by age - 45-54,1030.5
2022-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1030.4
2018-Q3,Peru,Mean Monthly Labor Income by sex - Male,1030.3
2023-Q3,Ecuador,Monthly Income Per Capita by educational attaintment - High,1030.2
2017-Q3,Bolivia,Monthly Income Per Capita by educational attaintment - High,1030.1
2018-Q3,Bolivia,Mean Monthly Labor Income - Total,1029.5
2019-Q3,Paraguay,Mean Monthly Labor Income - Total,1029.5
2023-Q2,Bolivia,Mean Monthly Labor Income by age - 25-44,1029.5
2017-Q1,Peru,Mean Monthly Labor Income by age - 55-64,1029.2
2021-Q3,Brazil,Mean Monthly Labor Income by age - 55-64,1029.0
2019-Q1,Bolivia,Mean Monthly Labor Income by age - 55-64,1029.0
2019-Q4,Dominican Republic,Mean Monthly Labor Income by age - 45-54,1028.4
2021-Q2,Argentina,Mean Monthly Labor Income by age - 25-44,1028.4
2019-Q3,Bolivia,Mean Monthly Labor Income - Total,1028.3
2023-Q3,Brazil,Mean Monthly Labor Income by sex - Male,1028.2
2022-Q4,Uruguay,Mean Monthly Labor Income by age - 65+,1028.0
2021-Q1,Brazil,Mean Monthly Labor Income by sex - Male,1027.6
2021-Q4,Argentina,Monthly Income Per Capita by age - 45-54,1027.4
2020-Q2,Argentina,Mean Monthly Labor Income by age - 65+,1027.2
2023-Q3,Uruguay,Mean Monthly Labor Income by area - Rural,1027.1
2020-Q4,Bolivia,Mean Monthly Labor Income by area - Urban,1027.1
2020-Q4,Bolivia,Mean Monthly Labor Income - Total,1027.1
2023-Q4,Argentina,Mean Monthly Labor Income by sex - Male,1026.7
2021-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1026.6
2022-Q4,Mexico,Mean Monthly Labor Income by educational attaintment - High,1026.6
2021-Q2,Bolivia,Mean Monthly Labor Income by sex - Male,1026.4
2020-Q3,Peru,Mean Monthly Labor Income by age - 65+,1025.9
2023-Q4,Costa Rica,Mean Monthly Labor Income by age - 65+,1025.7
2019-Q3,Peru,Mean Monthly Labor Income by age - 55-64,1025.6
2023-Q1,Brazil,Mean Monthly Labor Income by age - 45-54,1025.2
2022-Q4,Chile,Mean Monthly Labor Income by sex - Female,1025.1
2020-Q2,Brazil,Mean Monthly Labor Income by area - Urban,1024.9
2016-Q4,Peru,Mean Monthly Labor Income by age - 25-44,1024.0
2022-Q3,Paraguay,Mean Monthly Labor Income by age - 25-44,1023.6
2018-Q1,Argentina,Monthly Income Per Capita by age - 25-44,1023.2
2022-Q2,Ecuador,Monthly Income Per Capita by educational attaintment - High,1023.0
2020-Q4,Costa Rica,Mean Monthly Labor Income by area - Rural,1022.6
2023-Q2,Paraguay,Mean Monthly Labor Income by sex - Male,1022.1
2018-Q4,Brazil,Mean Monthly Labor Income by sex - Male,1022.0
2019-Q1,Argentina,Mean Monthly Labor Income by age - 65+,1021.9
2020-Q3,Argentina,Mean Monthly Labor Income by age - 65+,1021.8
2022-Q4,Paraguay,Mean Monthly Labor Income by sex - Male,1021.7
2019-Q1,Argentina,Monthly Income Per Capita by age - 45-54,1021.6
2018-Q2,Brazil,Mean Monthly Labor Income by sex - Male,1021.4
2016-Q3,Bolivia,Mean Monthly Labor Income by age - 55-64,1021.4
2022-Q4,Costa Rica,Mean Monthly Labor Income by area - Rural,1021.2
2023-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1021.1
2017-Q4,Bolivia,Monthly Income Per Capita by educational attaintment - High,1021.0
2023-Q3,Paraguay,Mean Monthly Labor Income by age - 25-44,1020.9
2019-Q4,Brazil,Mean Monthly Labor Income by sex - Male,1020.7
2018-Q4,Bolivia,Mean Monthly Labor Income - Total,1020.6
2023-Q4,Bolivia,Mean Monthly Labor Income by area - Urban,1020.4
2019-Q4,Argentina,Mean Monthly Labor Income by age - 65+,1020.3
2018-Q3,Argentina,Mean Monthly Labor Income by sex - Female,1020.2
2018-Q3,Paraguay,Monthly Income Per Capita by sex - Male,1019.5
2019-Q4,Bolivia,Mean Monthly Labor Income - Total,1019.5
2019-Q1,Brazil,Mean Monthly Labor Income by sex - Male,1019.5
2022-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1019.1
2023-Q4,Chile,Mean Monthly Labor Income by educational attaintment - Middle,1019.0
2024-Q1,Bolivia,Mean Monthly Labor Income by area - Urban,1018.5
2018-Q1,Dominican Republic,Mean Monthly Labor Income by age - 55-64,1018.2
2023-Q4,Paraguay,Mean Monthly Labor Income by area - Urban,1018.2
2022-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1018.1
2018-Q1,Brazil,Mean Monthly Labor Income by sex - Male,1018.0
2020-Q1,Bolivia,Mean Monthly Labor Income by age - 55-64,1017.8
2024-Q3,Paraguay,Mean Monthly Labor Income by sex - Male,1017.7
2023-Q3,Uruguay,Mean Monthly Labor Income by age - 65+,1017.5
2022-Q3,Brazil,Mean Monthly Labor Income by age - 55-64,1017.2
2022-Q4,Brazil,Mean Monthly Labor Income by age - 45-54,1017.0
2018-Q2,Peru,Mean Monthly Labor Income by sex - Male,1016.7
2020-Q3,Argentina,Mean Monthly Labor Income by age - 25-44,1016.7
2020-Q1,Peru,Mean Monthly Labor Income by age - 45-54,1016.6
2017-Q4,Argentina,Monthly Income Per Capita by age - 25-44,1016.6
2017-Q4,Chile,Mean Monthly Labor Income by age - 65+,1016.5
2022-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1016.1
2019-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1016.1
2019-Q2,Peru,Mean Monthly Labor Income by sex - Male,1016.1
2023-Q1,Paraguay,Mean Monthly Labor Income by age - 25-44,1016.1
2020-Q3,Argentina,Mean Monthly Labor Income - Total,1016.0
2020-Q3,Argentina,Mean Monthly Labor Income by area - Urban,1016.0
2016-Q3,Bolivia,Mean Monthly Labor Income - Total,1015.7
2023-Q4,Paraguay,Mean Monthly Labor Income by age - 25-44,1015.0
2024-Q3,Ecuador,Monthly Income Per Capita by educational attaintment - High,1014.9
2023-Q1,Paraguay,Mean Monthly Labor Income by sex - Male,1014.7
2023-Q1,Bolivia,Mean Monthly Labor Income by area - Urban,1014.4
2022-Q4,Brazil,Mean Monthly Labor Income by sex - Male,1014.2
2017-Q4,Brazil,Mean Monthly Labor Income by sex - Male,1014.1
2017-Q2,Peru,Mean Monthly Labor Income by sex - Male,1014.0
2024-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1014.0
2024-Q2,Brazil,Mean Monthly Labor Income by area - Urban,1013.2
2019-Q1,Uruguay,Mean Monthly Labor Income by age - 65+,1013.2
2024-Q2,Bolivia,Mean Monthly Labor Income by age - 25-44,1013.2
2018-Q4,Chile,Mean Monthly Labor Income by sex - Female,1012.7
2019-Q3,Brazil,Mean Monthly Labor Income by sex - Male,1012.6
2016-Q3,El Salvador,Monthly Income Per Capita by educational attaintment - High,1012.4
2018-Q3,Brazil,Mean Monthly Labor Income by sex - Male,1012.1
2023-Q4,Colombia,Mean Monthly Labor Income by area - Urban,1012.0
2016-Q2,Bolivia,Mean Monthly Labor Income - Total,1011.9
2024-Q3,Brazil,Mean Monthly Labor Income by age - 25-44,1011.9
2021-Q2,Bolivia,Mean Monthly Labor Income by age - 25-44,1011.4
2023-Q1,Brazil,Mean Monthly Labor Income by sex - Male,1010.9
2023-Q2,Brazil,Mean Monthly Labor Income by sex - Male,1010.9
2018-Q2,Bolivia,Mean Monthly Labor Income - Total,1010.9
2017-Q3,Peru,Mean Monthly Labor Income by age - 55-64,1010.7
2018-Q1,Bolivia,Mean Monthly Labor Income - Total,1010.4
2019-Q2,Brazil,Mean Monthly Labor Income by sex - Male,1009.9
2022-Q4,Bolivia,Mean Monthly Labor Income by area - Urban,1009.8
2016-Q3,Bolivia,Monthly Income Per Capita by educational attaintment - High,1009.8
2023-Q3,Colombia,Mean Monthly Labor Income by area - Urban,1009.6
2019-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - Middle,1009.4
2022-Q3,Brazil,Mean Monthly Labor Income by age - 45-54,1009.3
2021-Q3,Argentina,Mean Monthly Labor Income by age - 65+,1009.1
2021-Q1,Bolivia,Mean Monthly Labor Income by area - Urban,1009.1
2021-Q4,Chile,Mean Monthly Labor Income by educational attaintment - Middle,1009.1
2016-Q2,Bolivia,Monthly Income Per Capita by educational attaintment - High,1009.0
2018-Q1,Bolivia,Mean Monthly Labor Income by age - 55-64,1008.9
2024-Q2,Brazil,Mean Monthly Labor Income by age - 25-44,1008.9
2019-Q4,Bolivia,Mean Monthly Labor Income by age - 55-64,1008.7
2020-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1008.2
2024-Q3,Brazil,Mean Monthly Labor Income by area - Urban,1008.1
2023-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1007.9
2022-Q3,Paraguay,Mean Monthly Labor Income by age - 45-54,1007.6
2017-Q1,Paraguay,Mean Monthly Labor Income - Total,1007.6
2020-Q4,Argentina,Mean Monthly Labor Income by age - 65+,1007.2
2018-Q4,El Salvador,Monthly Income Per Capita by educational attaintment - High,1007.0
2017-Q4,Paraguay,Mean Monthly Labor Income - Total,1007.0
2020-Q3,Bolivia,Mean Monthly Labor Income by age - 25-44,1006.7
2020-Q1,Dominican Republic,Mean Monthly Labor Income by age - 45-54,1006.7
2017-Q4,Uruguay,Mean Monthly Labor Income by sex - Female,1006.7
2017-Q3,Uruguay,Mean Monthly Labor Income by sex - Female,1006.1
2023-Q3,Argentina,Mean Monthly Labor Income by age - 25-44,1006.1
2021-Q3,Bolivia,Mean Monthly Labor Income by area - Urban,1006.0
2018-Q2,Paraguay,Monthly Income Per Capita by sex - Male,1005.9
2020-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1005.7
2017-Q1,Bolivia,Mean Monthly Labor Income - Total,1005.1
2022-Q2,Argentina,Mean Monthly Labor Income by age - 55-64,1005.1
2022-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1005.0
2018-Q3,Paraguay,Mean Monthly Labor Income by area - Rural,1004.9
2018-Q2,Uruguay,Mean Monthly Labor Income by sex - Female,1004.8
2023-Q3,Argentina,Mean Monthly Labor Income - Total,1004.3
2023-Q3,Argentina,Mean Monthly Labor Income by area - Urban,1004.3
2017-Q2,Paraguay,Mean Monthly Labor Income - Total,1004.2
2024-Q3,Argentina,Mean Monthly Labor Income by age - 25-44,1003.8
2017-Q3,Brazil,Mean Monthly Labor Income by sex - Male,1003.3
2017-Q2,Bolivia,Mean Monthly Labor Income - Total,1003.2
2017-Q1,Uruguay,Mean Monthly Labor Income by sex - Female,1003.1
2016-Q1,Bolivia,Monthly Income Per Capita by educational attaintment - High,1003.1
2022-Q2,Bolivia,Mean Monthly Labor Income by area - Urban,1002.8
2021-Q3,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1002.2
2023-Q4,Paraguay,Mean Monthly Labor Income - Total,1002.0
2017-Q1,Uruguay,Monthly Income Per Capita by age - 25-44,1001.6
2023-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,1001.5
2020-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,1001.3
2018-Q4,Paraguay,Mean Monthly Labor Income - Total,1001.1
2021-Q3,Argentina,Monthly Income Per Capita by age - 45-54,1000.6
2018-Q3,Uruguay,Mean Monthly Labor Income by sex - Female,1000.5
2017-Q4,Bolivia,Mean Monthly Labor Income - Total,1000.4
2022-Q4,Paraguay,Mean Monthly Labor Income by age - 25-44,1000.3
2024-Q3,Paraguay,Mean Monthly Labor Income by area - Urban,1000.2
2020-Q3,Bolivia,Monthly Income Per Capita by educational attaintment - High,1000.2
2024-Q2,Uruguay,Mean Monthly Labor Income by age - 65+,1000.1
2017-Q1,Brazil,Mean Monthly Labor Income by sex - Male,999.8
2021-Q2,Brazil,Mean Monthly Labor Income by sex - Male,999.4
2021-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,999.1
2020-Q1,Peru,Mean Monthly Labor Income by sex - Male,999.0
2024-Q3,Costa Rica,Mean Monthly Labor Income by age - 65+,998.9
2019-Q4,Paraguay,Mean Monthly Labor Income - Total,998.8
2023-Q4,Chile,Monthly Income Per Capita by age - 25-44,998.7
2024-Q1,Uruguay,Mean Monthly Labor Income by sex - Female,998.6
2021-Q3,Brazil,Mean Monthly Labor Income by age - 45-54,998.5
2018-Q1,Uruguay,Mean Monthly Labor Income by sex - Female,998.5
2024-Q3,Paraguay,Mean Monthly Labor Income by age - 25-44,998.1
2016-Q1,Peru,Mean Monthly Labor Income by age - 25-44,997.9
2016-Q4,Bolivia,Mean Monthly Labor Income - Total,997.3
2024-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - Middle,996.7
2022-Q3,Bolivia,Mean Monthly Labor Income by area - Urban,996.2
2020-Q4,Chile,Mean Monthly Labor Income by educational attaintment - Middle,996.1
2017-Q2,Brazil,Mean Monthly Labor Income by sex - Male,995.8
2022-Q3,Colombia,Mean Monthly Labor Income by age - 45-54,995.1
2021-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,995.1
2017-Q3,Argentina,Monthly Income Per Capita by age - 25-44,995.0
2022-Q3,Uruguay,Mean Monthly Labor Income by sex - Female,994.8
2023-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - Middle,994.8
2024-Q1,Brazil,Mean Monthly Labor Income by area - Urban,994.8
2022-Q4,Chile,Mean Monthly Labor Income by educational attaintment - Middle,994.5
2023-Q4,Argentina,Mean Monthly Labor Income by age - 55-64,994.4
2023-Q2,Bolivia,Mean Monthly Labor Income by area - Urban,994.4
2017-Q4,Bolivia,Mean Monthly Labor Income by age - 55-64,994.3
2020-Q4,Brazil,Mean Monthly Labor Income by area - Urban,994.2
2022-Q1,Bolivia,Mean Monthly Labor Income by area - Urban,993.9
2019-Q4,Uruguay,Mean Monthly Labor Income by age - 65+,993.9
2021-Q4,Bolivia,Mean Monthly Labor Income by area - Urban,993.5
2019-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - Middle,993.2
2016-Q3,Peru,Mean Monthly Labor Income by age - 25-44,993.2
2017-Q3,Bolivia,Mean Monthly Labor Income - Total,992.9
2024-Q2,Argentina,Mean Monthly Labor Income by age - 45-54,992.9
2024-Q1,Brazil,Mean Monthly Labor Income by age - 25-44,992.8
2023-Q2,Paraguay,Mean Monthly Labor Income by area - Urban,992.7
2018-Q3,Bolivia,Mean Monthly Labor Income by age - 55-64,992.6
2024-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - Middle,992.5
2020-Q1,Peru,Mean Monthly Labor Income by age - 55-64,992.4
2019-Q2,Peru,Mean Monthly Labor Income by age - 55-64,992.4
2022-Q3,Paraguay,Mean Monthly Labor Income by area - Urban,992.4
2023-Q3,Bolivia,Mean Monthly Labor Income by area - Urban,992.0
2022-Q2,Brazil,Mean Monthly Labor Income by age - 55-64,991.9
2023-Q2,Uruguay,Mean Monthly Labor Income by sex - Female,991.4
2022-Q2,Brazil,Mean Monthly Labor Income by age - 45-54,991.0
2023-Q1,Argentina,Mean Monthly Labor Income by age - 25-44,990.9
2022-Q2,Colombia,Mean Monthly Labor Income by area - Urban,990.6
2024-Q2,Paraguay,Mean Monthly Labor Income by sex - Male,990.5
2023-Q1,Argentina,Mean Monthly Labor Income - Total,990.4
2023-Q1,Argentina,Mean Monthly Labor Income by area - Urban,990.4
2016-Q4,Brazil,Mean Monthly Labor Income by sex - Male,990.4
2022-Q3,Brazil,Mean Monthly Labor Income by sex - Male,990.0
2017-Q4,Chile,Monthly Income Per Capita by age - 45-54,989.9
2023-Q2,Colombia,Mean Monthly Labor Income by area - Urban,989.8
2021-Q4,Ecuador,Monthly Income Per Capita by educational attaintment - High,989.8
