Period,Country,Indicator,Value
2021-Q4,Ecuador,Informality - Productivity definition - Men,62.6
2017-Q3,Peru,Wage Employment (% of workers) - Men,62.6
2016-Q2,El Salvador,Informality - Productivity definition - Women,62.6
2016-Q3,Peru,Wage Employment (% of workers) - Total,62.5
2016-Q1,El Salvador,Wage Employment (% of workers) - Total,62.5
2018-Q3,Peru,Informality - Productivity definition - Men,62.5
2023-Q4,El Salvador,Wage Employment (% of workers) - Total,62.5
2017-Q4,Peru,Wage Employment (% of workers) - Total,62.5
2022-Q4,Peru,Wage Employment (% of workers) - Total,62.4
2020-Q2,Peru,Informality - Productivity definition - Total,62.4
2019-Q4,Peru,Informality - Productivity definition - Men,62.4
2019-Q3,El Salvador,Wage Employment (% of workers) - Men,62.4
2024-Q1,Peru,Wage Employment (% of workers) - Women,62.4
2016-Q4,Peru,Wage Employment (% of workers) - Total,62.4
2022-Q4,Ecuador,Informality - Productivity definition - Men,62.4
2017-Q3,Peru,Wage Employment (% of workers) - Total,62.4
2019-Q2,Paraguay,Informality - Productivity definition - Women,62.4
2019-Q4,Peru,Wage Employment (% of workers) - Men,62.4
2022-Q2,Paraguay,Informality - Productivity definition - Women,62.4
2020-Q1,Peru,Wage Employment (% of workers) - Total,62.4
2024-Q1,Peru,Wage Employment (% of workers) - Total,62.3
2018-Q3,Peru,Wage Employment (% of workers) - Women,62.3
2023-Q4,El Salvador,Informality - Productivity definition - Women,62.3
2021-Q2,Brazil,Wage Employment (% of workers) - Men,62.3
2016-Q4,Peru,Wage Employment (% of workers) - Women,62.2
2017-Q3,Peru,Wage Employment (% of workers) - Women,62.2
2023-Q3,Paraguay,Informality - Productivity definition - Women,62.2
2022-Q3,Ecuador,Informality - Productivity definition - Men,62.2
2024-Q2,Ecuador,Informality - Productivity definition - Men,62.2
2016-Q2,Peru,Wage Employment (% of workers) - Women,62.2
2023-Q2,Ecuador,Informality - Productivity definition - Men,62.2
2018-Q2,Peru,Wage Employment (% of workers) - Men,62.2
2016-Q3,Peru,Wage Employment (% of workers) - Women,62.2
2022-Q1,Paraguay,Informality - Social protection definition - Men,62.1
2017-Q4,Peru,Wage Employment (% of workers) - Men,62.1
2019-Q3,Peru,Wage Employment (% of workers) - Men,62.1
2016-Q4,El Salvador,Wage Employment (% of workers) - Men,62.1
2024-Q1,Peru,Wage Employment (% of workers) - Men,62.1
2023-Q2,Peru,Wage Employment (% of workers) - Men,62.1
2024-Q3,Ecuador,Informality - Productivity definition - Men,62.1
2024-Q2,Peru,Wage Employment (% of workers) - Total,62.0
2023-Q3,Peru,Wage Employment (% of workers) - Total,62.0
2022-Q4,Paraguay,Informality - Productivity definition - Women,62.0
2022-Q1,Paraguay,Informality - Productivity definition - Total,62.0
2020-Q1,Peru,Informality - Productivity definition - Men,62.0
2019-Q3,Peru,Wage Employment (% of workers) - Total,62.0
2018-Q3,Peru,Wage Employment (% of workers) - Total,62.0
2018-Q1,Peru,Informality - Productivity definition - Men,62.0
2022-Q1,Ecuador,Informality - Productivity definition - Men,61.9
2017-Q4,Peru,Informality - Productivity definition - Men,61.9
2023-Q2,Peru,Wage Employment (% of workers) - Total,61.9
2017-Q1,Paraguay,Informality - Social protection definition - Women,61.9
2019-Q3,Peru,Wage Employment (% of workers) - Women,61.9
2020-Q4,El Salvador,Informality - Productivity definition - Total,61.9
2023-Q3,El Salvador,Informality - Productivity definition - Women,61.9
2017-Q1,Peru,Informality - Productivity definition - Men,61.9
2018-Q2,Paraguay,Informality - Social protection definition - Men,61.8
2022-Q4,Peru,Wage Employment (% of workers) - Men,61.8
2018-Q3,Peru,Wage Employment (% of workers) - Men,61.8
2023-Q2,Paraguay,Informality - Productivity definition - Women,61.8
2018-Q2,El Salvador,Informality - Productivity definition - Women,61.7
2023-Q1,Peru,Wage Employment (% of workers) - Total,61.7
2017-Q1,Peru,Wage Employment (% of workers) - Women,61.7
2016-Q3,Peru,Informality - Productivity definition - Men,61.7
2017-Q2,Paraguay,Informality - Social protection definition - Men,61.7
2017-Q4,Paraguay,Informality - Social protection definition - Men,61.6
2018-Q2,Peru,Wage Employment (% of workers) - Total,61.6
2024-Q3,Paraguay,Informality - Productivity definition - Women,61.6
2023-Q2,Peru,Wage Employment (% of workers) - Women,61.6
2018-Q1,El Salvador,Informality - Productivity definition - Women,61.6
2019-Q4,Peru,Wage Employment (% of workers) - Total,61.6
2024-Q2,Paraguay,Informality - Productivity definition - Women,61.5
2021-Q4,Peru,Wage Employment (% of workers) - Men,61.5
2022-Q3,El Salvador,Informality - Productivity definition - Women,61.5
2019-Q2,El Salvador,Wage Employment (% of workers) - Total,61.5
2022-Q2,Ecuador,Informality - Productivity definition - Men,61.4
2019-Q3,Paraguay,Informality - Social protection definition - Men,61.4
2019-Q2,Peru,Wage Employment (% of workers) - Men,61.4
2023-Q3,Peru,Wage Employment (% of workers) - Men,61.4
2017-Q2,Peru,Informality - Productivity definition - Men,61.3
2016-Q1,Peru,Wage Employment (% of workers) - Women,61.3
2018-Q4,Peru,Wage Employment (% of workers) - Men,61.3
2019-Q2,Peru,Wage Employment (% of workers) - Total,61.3
2022-Q2,Peru,Wage Employment (% of workers) - Men,61.2
2019-Q2,Peru,Wage Employment (% of workers) - Women,61.2
2023-Q1,El Salvador,Informality - Productivity definition - Women,61.2
2018-Q1,Peru,Wage Employment (% of workers) - Total,61.2
2018-Q1,Paraguay,Informality - Social protection definition - Total,61.2
2023-Q4,Peru,Wage Employment (% of workers) - Men,61.1
2019-Q1,El Salvador,Informality - Productivity definition - Women,61.1
2021-Q1,Peru,Wage Employment (% of workers) - Men,61.1
2021-Q3,Peru,Wage Employment (% of workers) - Men,61.1
2017-Q4,Paraguay,Informality - Social protection definition - Total,61.1
2018-Q2,Paraguay,Informality - Social protection definition - Total,61.1
2020-Q3,Peru,Wage Employment (% of workers) - Men,61.1
2020-Q3,Peru,Wage Employment (% of workers) - Total,61.1
2017-Q1,Paraguay,Informality - Social protection definition - Total,61.1
2021-Q2,Peru,Wage Employment (% of workers) - Men,61.1
2023-Q2,El Salvador,Informality - Productivity definition - Women,61.0
2023-Q4,Peru,Wage Employment (% of workers) - Women,61.0
2020-Q3,Peru,Wage Employment (% of workers) - Women,61.0
2019-Q1,Peru,Wage Employment (% of workers) - Men,61.0
2023-Q4,Peru,Wage Employment (% of workers) - Total,61.0
2017-Q2,Paraguay,Informality - Social protection definition - Total,61.0
2018-Q4,Peru,Wage Employment (% of workers) - Total,61.0
2016-Q4,Peru,Informality - Productivity definition - Men,60.9
2024-Q2,Peru,Wage Employment (% of workers) - Men,60.9
2019-Q3,Peru,Informality - Productivity definition - Men,60.8
2019-Q4,Peru,Wage Employment (% of workers) - Women,60.8
2018-Q2,Peru,Wage Employment (% of workers) - Women,60.8
2024-Q1,Paraguay,Informality - Social protection definition - Men,60.8
2017-Q3,Peru,Informality - Productivity definition - Men,60.7
2017-Q1,Paraguay,Informality - Social protection definition - Men,60.7
2016-Q2,Peru,Informality - Productivity definition - Men,60.7
2023-Q4,Paraguay,Informality - Productivity definition - Women,60.7
2018-Q3,El Salvador,Informality - Productivity definition - Women,60.7
2022-Q1,Paraguay,Informality - Social protection definition - Total,60.7
2022-Q3,Peru,Wage Employment (% of workers) - Women,60.7
2019-Q3,Paraguay,Informality - Productivity definition - Women,60.6
2016-Q2,El Salvador,Wage Employment (% of workers) - Total,60.6
2018-Q4,Peru,Wage Employment (% of workers) - Women,60.6
2017-Q3,El Salvador,Wage Employment (% of workers) - Men,60.6
2022-Q3,Paraguay,Informality - Productivity definition - Women,60.6
2017-Q4,Paraguay,Informality - Productivity definition - Total,60.6
2020-Q1,Peru,Wage Employment (% of workers) - Women,60.6
2022-Q4,Paraguay,Informality - Social protection definition - Men,60.5
2023-Q1,Paraguay,Informality - Productivity definition - Women,60.5
2019-Q3,Paraguay,Informality - Social protection definition - Total,60.4
2018-Q4,Paraguay,Informality - Social protection definition - Men,60.4
2020-Q4,Peru,Wage Employment (% of workers) - Men,60.4
2017-Q4,Paraguay,Informality - Social protection definition - Women,60.3
2021-Q4,Peru,Wage Employment (% of workers) - Total,60.3
2019-Q4,El Salvador,Wage Employment (% of workers) - Total,60.3
2020-Q2,Peru,Informality - Productivity definition - Women,60.2
2018-Q2,El Salvador,Wage Employment (% of workers) - Total,60.2
2022-Q4,El Salvador,Wage Employment (% of workers) - Total,60.2
2019-Q4,Paraguay,Informality - Social protection definition - Men,60.1
2022-Q3,Peru,Wage Employment (% of workers) - Total,60.1
2018-Q2,Paraguay,Informality - Social protection definition - Women,60.0
2018-Q4,El Salvador,Wage Employment (% of workers) - Total,60.0
2019-Q2,Paraguay,Informality - Social protection definition - Men,60.0
2017-Q2,Paraguay,Informality - Social protection definition - Women,59.9
2018-Q1,Paraguay,Informality - Social protection definition - Men,59.9
2024-Q1,Paraguay,Informality - Productivity definition - Women,59.9
2018-Q4,Paraguay,Informality - Social protection definition - Total,59.8
2023-Q1,Peru,Wage Employment (% of workers) - Women,59.8
2023-Q2,Paraguay,Informality - Social protection definition - Women,59.7
2019-Q3,Paraguay,Wage Employment (% of workers) - Women,59.7
2024-Q1,Paraguay,Wage Employment (% of workers) - Women,59.7
2022-Q2,Peru,Wage Employment (% of workers) - Total,59.7
2022-Q1,Peru,Wage Employment (% of workers) - Total,59.7
2022-Q4,Paraguay,Informality - Social protection definition - Total,59.7
2022-Q3,Peru,Wage Employment (% of workers) - Men,59.6
2019-Q1,Peru,Wage Employment (% of workers) - Total,59.6
2017-Q1,Paraguay,Wage Employment (% of workers) - Men,59.6
2020-Q3,El Salvador,Informality - Productivity definition - Total,59.6
2019-Q4,Paraguay,Informality - Social protection definition - Total,59.6
2017-Q3,Paraguay,Wage Employment (% of workers) - Men,59.6
2019-Q2,Paraguay,Informality - Social protection definition - Total,59.6
2020-Q3,El Salvador,Wage Employment (% of workers) - Total,59.6
2020-Q4,El Salvador,Wage Employment (% of workers) - Total,59.6
2024-Q3,Paraguay,Informality - Social protection definition - Women,59.5
2017-Q2,El Salvador,Wage Employment (% of workers) - Total,59.5
2017-Q2,Paraguay,Informality - Productivity definition - Total,59.5
2016-Q3,Colombia,Informality - Productivity definition - Women,59.4
2016-Q1,Colombia,Informality - Productivity definition - Women,59.4
2022-Q1,Paraguay,Informality - Productivity definition - Men,59.4
2016-Q4,El Salvador,Informality - Productivity definition - Total,59.3
2023-Q4,Paraguay,Informality - Social protection definition - Men,59.3
2018-Q3,El Salvador,Wage Employment (% of workers) - Total,59.3
2018-Q2,Paraguay,Informality - Productivity definition - Total,59.3
2016-Q2,Colombia,Informality - Productivity definition - Women,59.3
2016-Q4,Colombia,Informality - Productivity definition - Women,59.2
2024-Q2,Paraguay,Wage Employment (% of workers) - Men,59.2
2021-Q3,Peru,Wage Employment (% of workers) - Total,59.2
2019-Q3,Paraguay,Informality - Social protection definition - Women,59.2
2017-Q1,Paraguay,Informality - Productivity definition - Total,59.2
2022-Q3,Paraguay,Informality - Social protection definition - Women,59.2
2017-Q4,Colombia,Informality - Productivity definition - Women,59.2
2019-Q2,Paraguay,Informality - Social protection definition - Women,59.1
2020-Q1,Dominican Republic,Wage Employment (% of workers) - Total,59.1
2018-Q1,Paraguay,Informality - Productivity definition - Total,59.1
2017-Q1,Colombia,Informality - Productivity definition - Women,59.0
2018-Q1,Peru,Wage Employment (% of workers) - Women,59.0
2023-Q2,Paraguay,Informality - Social protection definition - Total,59.0
2018-Q3,Paraguay,Informality - Social protection definition - Women,59.0
2024-Q3,Paraguay,Wage Employment (% of workers) - Women,59.0
2019-Q4,Paraguay,Wage Employment (% of workers) - Men,58.9
2018-Q4,Paraguay,Informality - Social protection definition - Women,58.9
2024-Q2,Paraguay,Wage Employment (% of workers) - Total,58.9
2017-Q3,Paraguay,Wage Employment (% of workers) - Total,58.9
2017-Q3,Colombia,Informality - Productivity definition - Women,58.9
2019-Q4,Colombia,Informality - Productivity definition - Women,58.9
2021-Q4,Peru,Wage Employment (% of workers) - Women,58.8
2024-Q1,Paraguay,Informality - Social protection definition - Total,58.8
2019-Q4,Paraguay,Informality - Social protection definition - Women,58.8
2024-Q3,Paraguay,Informality - Social protection definition - Total,58.8
2022-Q1,Paraguay,Informality - Social protection definition - Women,58.8
2017-Q2,Colombia,Informality - Productivity definition - Women,58.7
2024-Q1,Paraguay,Wage Employment (% of workers) - Total,58.7
2023-Q4,Paraguay,Informality - Social protection definition - Total,58.7
2017-Q3,Paraguay,Informality - Social protection definition - Men,58.7
2016-Q4,Colombia,Informality - Productivity definition - Total,58.7
2021-Q3,El Salvador,Informality - Social protection definition - Men,58.7
2022-Q4,Paraguay,Informality - Social protection definition - Women,58.6
2021-Q2,Peru,Wage Employment (% of workers) - Total,58.6
2016-Q1,Colombia,Informality - Productivity definition - Total,58.6
2022-Q2,El Salvador,Wage Employment (% of workers) - Women,58.6
2019-Q4,Dominican Republic,Wage Employment (% of workers) - Total,58.6
2019-Q1,Paraguay,Informality - Social protection definition - Men,58.6
2018-Q1,Colombia,Informality - Productivity definition - Women,58.6
2019-Q2,Dominican Republic,Wage Employment (% of workers) - Total,58.6
2024-Q3,Dominican Republic,Wage Employment (% of workers) - Total,58.6
2016-Q3,El Salvador,Wage Employment (% of workers) - Total,58.5
2023-Q2,Paraguay,Informality - Social protection definition - Men,58.5
2024-Q3,Paraguay,Wage Employment (% of workers) - Total,58.5
2022-Q4,Paraguay,Informality - Productivity definition - Total,58.5
2016-Q4,Colombia,Informality - Productivity definition - Men,58.4
2018-Q2,Colombia,Informality - Productivity definition - Women,58.4
2017-Q1,Paraguay,Wage Employment (% of workers) - Total,58.4
2018-Q4,Colombia,Informality - Productivity definition - Women,58.4
2024-Q2,Paraguay,Wage Employment (% of workers) - Women,58.4
2018-Q3,Paraguay,Wage Employment (% of workers) - Men,58.4
2018-Q4,Colombia,Informality - Productivity definition - Men,58.3
2017-Q3,Paraguay,Informality - Social protection definition - Total,58.3
2024-Q3,Paraguay,Informality - Social protection definition - Men,58.3
2018-Q4,Colombia,Informality - Productivity definition - Total,58.3
2017-Q2,Paraguay,Wage Employment (% of workers) - Men,58.3
2023-Q3,Paraguay,Informality - Productivity definition - Total,58.3
2019-Q1,Paraguay,Informality - Social protection definition - Total,58.3
2019-Q1,Colombia,Informality - Productivity definition - Women,58.3
2017-Q4,El Salvador,Informality - Productivity definition - Total,58.3
2023-Q1,Paraguay,Wage Employment (% of workers) - Women,58.2
2019-Q3,El Salvador,Informality - Productivity definition - Total,58.2
2024-Q2,Paraguay,Informality - Social protection definition - Men,58.2
2022-Q1,El Salvador,Informality - Productivity definition - Women,58.2
2018-Q3,Paraguay,Informality - Social protection definition - Total,58.2
2018-Q1,Colombia,Informality - Productivity definition - Total,58.2
2024-Q3,Paraguay,Wage Employment (% of workers) - Men,58.2
2018-Q3,Colombia,Informality - Productivity definition - Women,58.2
2023-Q2,Dominican Republic,Wage Employment (% of workers) - Total,58.2
2024-Q1,Dominican Republic,Wage Employment (% of workers) - Total,58.1
2019-Q2,Colombia,Informality - Productivity definition - Women,58.1
2024-Q2,Dominican Republic,Wage Employment (% of workers) - Total,58.1
2018-Q3,Paraguay,Wage Employment (% of workers) - Total,58.1
2017-Q4,Colombia,Informality - Productivity definition - Total,58.1
2023-Q3,Paraguay,Informality - Social protection definition - Men,58.1
2019-Q4,Colombia,Informality - Productivity definition - Total,58.1
2024-Q1,Paraguay,Wage Employment (% of workers) - Men,58.0
2023-Q1,Paraguay,Wage Employment (% of workers) - Total,58.0
2016-Q3,Colombia,Informality - Productivity definition - Total,58.0
2016-Q1,Colombia,Informality - Productivity definition - Men,58.0
2018-Q1,Colombia,Informality - Productivity definition - Men,58.0
2024-Q2,Paraguay,Informality - Productivity definition - Total,58.0
2023-Q4,Paraguay,Informality - Social protection definition - Women,58.0
2019-Q1,Dominican Republic,Wage Employment (% of workers) - Total,58.0
2022-Q2,Paraguay,Informality - Productivity definition - Total,58.0
2019-Q1,Paraguay,Informality - Social protection definition - Women,58.0
2022-Q1,El Salvador,Wage Employment (% of workers) - Women,58.0
2021-Q1,Peru,Wage Employment (% of workers) - Total,58.0
2023-Q3,Paraguay,Informality - Social protection definition - Women,58.0
2018-Q4,Paraguay,Wage Employment (% of workers) - Men,58.0
2017-Q3,Paraguay,Wage Employment (% of workers) - Women,58.0
2020-Q2,Dominican Republic,Wage Employment (% of workers) - Total,58.0
2023-Q3,Paraguay,Informality - Social protection definition - Total,58.0
2017-Q1,Colombia,Informality - Productivity definition - Total,57.9
2023-Q3,El Salvador,Wage Employment (% of workers) - Women,57.9
2016-Q2,Colombia,Informality - Productivity definition - Total,57.9
2023-Q1,Paraguay,Wage Employment (% of workers) - Men,57.9
2022-Q3,Paraguay,Informality - Social protection definition - Total,57.9
2017-Q3,El Salvador,Wage Employment (% of workers) - Total,57.9
2020-Q4,Peru,Wage Employment (% of workers) - Total,57.9
2019-Q4,Paraguay,Wage Employment (% of workers) - Total,57.9
2017-Q2,Colombia,Informality - Productivity definition - Total,57.9
2017-Q3,Colombia,Informality - Productivity definition - Total,57.8
2024-Q2,Paraguay,Informality - Social protection definition - Total,57.8
2022-Q2,Peru,Wage Employment (% of workers) - Women,57.8
2021-Q4,Colombia,Informality - Productivity definition - Men,57.8
2024-Q2,Colombia,Wage Employment (% of workers) - Women,57.8
2019-Q1,Peru,Wage Employment (% of workers) - Women,57.8
2023-Q2,Paraguay,Informality - Productivity definition - Total,57.8
2023-Q1,Paraguay,Informality - Social protection definition - Women,57.8
2019-Q3,Paraguay,Wage Employment (% of workers) - Total,57.8
2023-Q1,Dominican Republic,Wage Employment (% of workers) - Total,57.7
2019-Q1,Colombia,Informality - Productivity definition - Total,57.7
2018-Q3,Paraguay,Wage Employment (% of workers) - Women,57.7
2022-Q4,Dominican Republic,Wage Employment (% of workers) - Total,57.7
2019-Q3,Dominican Republic,Wage Employment (% of workers) - Total,57.7
2018-Q4,Dominican Republic,Wage Employment (% of workers) - Total,57.7
2017-Q3,Paraguay,Informality - Social protection definition - Women,57.6
2023-Q3,Paraguay,Wage Employment (% of workers) - Women,57.6
2018-Q3,Paraguay,Informality - Productivity definition - Total,57.6
2017-Q3,El Salvador,Informality - Productivity definition - Total,57.6
2024-Q1,Colombia,Wage Employment (% of workers) - Women,57.6
2023-Q4,Dominican Republic,Wage Employment (% of workers) - Total,57.5
2018-Q3,Paraguay,Informality - Social protection definition - Men,57.5
2023-Q4,Paraguay,Wage Employment (% of workers) - Women,57.5
2019-Q4,Colombia,Informality - Productivity definition - Men,57.5
2018-Q4,Paraguay,Wage Employment (% of workers) - Total,57.4
2019-Q3,Colombia,Informality - Productivity definition - Women,57.4
2023-Q2,Paraguay,Wage Employment (% of workers) - Men,57.4
2018-Q2,Colombia,Informality - Productivity definition - Total,57.4
2023-Q2,Paraguay,Wage Employment (% of workers) - Total,57.4
2019-Q4,Paraguay,Informality - Productivity definition - Total,57.4
2022-Q4,Paraguay,Wage Employment (% of workers) - Women,57.4
2023-Q1,Colombia,Wage Employment (% of workers) - Women,57.3
2018-Q4,Paraguay,Informality - Productivity definition - Total,57.3
2017-Q3,Paraguay,Informality - Productivity definition - Total,57.3
2023-Q1,Paraguay,Informality - Social protection definition - Total,57.3
2020-Q4,El Salvador,Informality - Productivity definition - Men,57.3
2023-Q3,Paraguay,Wage Employment (% of workers) - Total,57.3
2019-Q3,El Salvador,Wage Employment (% of workers) - Total,57.3
2018-Q3,Colombia,Informality - Productivity definition - Total,57.3
2017-Q2,Colombia,Informality - Productivity definition - Men,57.3
2016-Q4,El Salvador,Wage Employment (% of workers) - Total,57.3
2023-Q2,Paraguay,Wage Employment (% of workers) - Women,57.3
2021-Q1,Colombia,Informality - Productivity definition - Men,57.3
2023-Q3,Colombia,Wage Employment (% of workers) - Women,57.2
2022-Q2,Dominican Republic,Wage Employment (% of workers) - Total,57.2
2022-Q2,El Salvador,Informality - Productivity definition - Women,57.2
2024-Q2,Paraguay,Informality - Social protection definition - Women,57.2
2019-Q1,Colombia,Informality - Productivity definition - Men,57.2
2016-Q3,El Salvador,Informality - Productivity definition - Total,57.2
2017-Q1,Colombia,Informality - Productivity definition - Men,57.2
2021-Q4,Dominican Republic,Wage Employment (% of workers) - Total,57.2
2017-Q4,Paraguay,Wage Employment (% of workers) - Men,57.2
2017-Q4,Colombia,Informality - Productivity definition - Men,57.2
2023-Q3,Dominican Republic,Wage Employment (% of workers) - Total,57.2
2019-Q1,Paraguay,Informality - Productivity definition - Total,57.1
2023-Q4,Paraguay,Wage Employment (% of workers) - Total,57.1
2017-Q4,El Salvador,Wage Employment (% of workers) - Total,57.1
2022-Q3,Paraguay,Wage Employment (% of workers) - Men,57.1
2023-Q3,Paraguay,Wage Employment (% of workers) - Men,57.1
2017-Q4,El Salvador,Informality - Social protection definition - Men,57.0
2017-Q3,Colombia,Informality - Productivity definition - Men,57.0
2022-Q2,Paraguay,Wage Employment (% of workers) - Men,57.0
2017-Q2,Paraguay,Wage Employment (% of workers) - Total,57.0
2022-Q3,Paraguay,Informality - Social protection definition - Men,56.9
2023-Q1,Paraguay,Informality - Social protection definition - Men,56.9
2023-Q4,El Salvador,Wage Employment (% of workers) - Women,56.9
2016-Q2,Colombia,Informality - Productivity definition - Men,56.9
2019-Q2,Colombia,Informality - Productivity definition - Total,56.9
2016-Q3,Colombia,Informality - Productivity definition - Men,56.9
2021-Q3,Dominican Republic,Informality - Productivity definition - Men,56.8
2022-Q3,Paraguay,Informality - Productivity definition - Total,56.8
2019-Q2,Paraguay,Wage Employment (% of workers) - Women,56.8
2018-Q3,Dominican Republic,Wage Employment (% of workers) - Total,56.8
2022-Q2,Paraguay,Informality - Social protection definition - Men,56.8
2024-Q3,Paraguay,Informality - Productivity definition - Total,56.8
2023-Q4,Paraguay,Wage Employment (% of workers) - Men,56.8
2023-Q2,El Salvador,Wage Employment (% of workers) - Women,56.8
2021-Q3,Peru,Wage Employment (% of workers) - Women,56.7
2018-Q2,Colombia,Informality - Productivity definition - Men,56.7
2022-Q1,Paraguay,Wage Employment (% of workers) - Men,56.7
2022-Q2,Colombia,Wage Employment (% of workers) - Women,56.7
2018-Q3,Colombia,Informality - Productivity definition - Men,56.7
2018-Q1,Paraguay,Wage Employment (% of workers) - Men,56.7
2017-Q1,Paraguay,Wage Employment (% of workers) - Women,56.7
2019-Q2,Paraguay,Wage Employment (% of workers) - Total,56.7
2019-Q4,El Salvador,Informality - Productivity definition - Total,56.7
2022-Q2,Paraguay,Wage Employment (% of workers) - Total,56.6
2017-Q2,Paraguay,Informality - Productivity definition - Men,56.6
2022-Q4,Colombia,Wage Employment (% of workers) - Women,56.6
2018-Q2,Paraguay,Wage Employment (% of workers) - Men,56.6
2019-Q2,Paraguay,Wage Employment (% of workers) - Men,56.6
2023-Q4,Colombia,Wage Employment (% of workers) - Women,56.6
2024-Q4,Colombia,Wage Employment (% of workers) - Women,56.6
2024-Q3,Colombia,Wage Employment (% of workers) - Women,56.6
2018-Q4,Paraguay,Wage Employment (% of workers) - Women,56.6
2023-Q4,Paraguay,Informality - Productivity definition - Total,56.6
2022-Q2,Paraguay,Informality - Social protection definition - Total,56.6
2023-Q1,Paraguay,Informality - Productivity definition - Total,56.5
2022-Q1,Dominican Republic,Wage Employment (% of workers) - Total,56.5
2022-Q1,Colombia,Wage Employment (% of workers) - Women,56.5
2021-Q4,Colombia,Informality - Productivity definition - Total,56.4
2017-Q2,El Salvador,Informality - Productivity definition - Total,56.4
2019-Q3,Colombia,Informality - Productivity definition - Total,56.4
2023-Q2,Colombia,Wage Employment (% of workers) - Women,56.4
2019-Q4,Paraguay,Wage Employment (% of workers) - Women,56.4
2018-Q1,Paraguay,Wage Employment (% of workers) - Total,56.4
2019-Q3,Paraguay,Wage Employment (% of workers) - Men,56.4
2023-Q1,El Salvador,Wage Employment (% of workers) - Women,56.4
2019-Q2,Paraguay,Informality - Productivity definition - Total,56.4
2022-Q2,Paraguay,Informality - Social protection definition - Women,56.3
2021-Q3,Colombia,Informality - Productivity definition - Men,56.3
2021-Q2,El Salvador,Informality - Productivity definition - Total,56.3
2024-Q1,Paraguay,Informality - Social protection definition - Women,56.3
2022-Q3,Dominican Republic,Wage Employment (% of workers) - Total,56.3
2021-Q3,El Salvador,Informality - Productivity definition - Total,56.3
2017-Q4,Paraguay,Informality - Productivity definition - Men,56.3
2017-Q2,Dominican Republic,Wage Employment (% of workers) - Total,56.3
2021-Q1,El Salvador,Informality - Productivity definition - Total,56.2
2018-Q4,El Salvador,Informality - Productivity definition - Total,56.2
2018-Q2,Dominican Republic,Wage Employment (% of workers) - Total,56.1
2022-Q4,El Salvador,Informality - Productivity definition - Total,56.1
2019-Q2,Colombia,Informality - Productivity definition - Men,56.1
2017-Q1,Dominican Republic,Wage Employment (% of workers) - Total,56.1
2022-Q3,Paraguay,Wage Employment (% of workers) - Total,56.1
2017-Q4,Paraguay,Wage Employment (% of workers) - Total,56.1
2020-Q1,El Salvador,Informality - Productivity definition - Total,56.0
2021-Q3,Dominican Republic,Wage Employment (% of workers) - Total,56.0
2018-Q1,Paraguay,Wage Employment (% of workers) - Women,56.0
2018-Q1,El Salvador,Wage Employment (% of workers) - Women,56.0
2022-Q4,Paraguay,Informality - Productivity definition - Men,56.0
2018-Q3,El Salvador,Informality - Productivity definition - Total,56.0
2021-Q1,Colombia,Informality - Productivity definition - Total,56.0
2022-Q4,Paraguay,Wage Employment (% of workers) - Total,55.9
2017-Q4,Dominican Republic,Wage Employment (% of workers) - Total,55.9
2021-Q2,Colombia,Informality - Productivity definition - Men,55.9
2022-Q2,Paraguay,Wage Employment (% of workers) - Women,55.9
2018-Q1,Dominican Republic,Wage Employment (% of workers) - Total,55.9
2017-Q3,Dominican Republic,Wage Employment (% of workers) - Total,55.8
2019-Q1,Paraguay,Wage Employment (% of workers) - Men,55.8
2017-Q4,El Salvador,Informality - Social protection definition - Total,55.8
2019-Q3,Colombia,Informality - Productivity definition - Men,55.8
2020-Q4,Dominican Republic,Informality - Productivity definition - Men,55.8
2021-Q2,Dominican Republic,Wage Employment (% of workers) - Total,55.8
2024-Q1,Paraguay,Informality - Productivity definition - Total,55.7
2022-Q4,El Salvador,Informality - Social protection definition - Women,55.7
2019-Q1,Paraguay,Wage Employment (% of workers) - Total,55.6
2019-Q3,Paraguay,Informality - Productivity definition - Total,55.6
2022-Q3,El Salvador,Wage Employment (% of workers) - Women,55.6
2023-Q3,Paraguay,Informality - Productivity definition - Men,55.5
2021-Q3,El Salvador,Informality - Social protection definition - Total,55.5
2022-Q1,Peru,Wage Employment (% of workers) - Women,55.5
2021-Q2,Peru,Wage Employment (% of workers) - Women,55.5
2022-Q1,Paraguay,Wage Employment (% of workers) - Total,55.5
2022-Q3,Colombia,Wage Employment (% of workers) - Women,55.5
2018-Q2,Paraguay,Wage Employment (% of workers) - Total,55.5
2020-Q3,El Salvador,Informality - Productivity definition - Men,55.4
2021-Q1,Dominican Republic,Wage Employment (% of workers) - Total,55.4
2024-Q2,Paraguay,Informality - Productivity definition - Men,55.4
2019-Q1,Paraguay,Wage Employment (% of workers) - Women,55.4
2021-Q3,El Salvador,Wage Employment (% of workers) - Women,55.4
2017-Q3,Dominican Republic,Informality - Productivity definition - Men,55.3
2023-Q4,El Salvador,Informality - Productivity definition - Total,55.3
2020-Q3,Dominican Republic,Wage Employment (% of workers) - Total,55.3
2021-Q1,Dominican Republic,Informality - Productivity definition - Men,55.3
2019-Q4,El Salvador,Informality - Social protection definition - Women,55.3
2022-Q4,El Salvador,Informality - Social protection definition - Total,55.2
2023-Q2,Ecuador,Wage Employment (% of workers) - Men,55.2
2021-Q4,El Salvador,Informality - Productivity definition - Total,55.2
2021-Q2,Dominican Republic,Informality - Productivity definition - Men,55.2
